User,creationDate,listingId,strategy,借款用途,借款金额,其他事项,协议利率,单笔最高借款金额,历史最高负债,历史记录,学习形式,工作信息,年龄,征信记录,待还金额,性别,成功借款次数,成功还款次数,收入情况,文化程度,期限,正常还清次数,毕业院校,注册时间,第一次成功借款时间,累计借款金额,级别,网络借贷平台借款余额,资金运用情况,还款来源,逾期类型,逾期（0-15天）还清次数,逾期（15天以上）还清次数,本次借款后负债,title,投标人数,进度
pdu3****47342,2018-08-17T17:24:22,125329278,,旅游,"4,000",暂无,20%,"5,600.00","7,614.20",0次流标，0次撤标，0次失败,无,暂未提供,26,暂未提供,"4,562.40",女,4次,12次,5000-8000（含5000）,无,12个月,12次,无,2017/11/05,2018/02/04,"8,383.00",B,427.00,旅游,薪资收入,,0次,0次,,,,
pdu6****04048,2018-08-17T17:24:29,125330045,,日常消费,"2,000",暂无,20%,"5,000.00","6,438.67",0次流标，0次撤标，0次失败,无,暂未提供,25,暂未提供,"6,438.67",女,12次,55次,2000-5000（含2000）,无,6个月,52次,无,2017/09/26,2017/10/13,"20,400.00",B,暂未提供,日常消费,个人存款,,3次,0次,,,,
pdu7****40475,2018-08-17T17:24:35,125330130,,医疗,"1,500",暂无,20%,"14,300.00","19,327.94",1次流标，0次撤标，0次失败,无,暂未提供,34,暂未提供,"17,397.82",男,8次,26次,5000-8000（含5000）,无,6个月,26次,无,2016/12/15,2016/12/15,"35,800.00",B,暂未提供,医疗,薪资收入,,0次,0次,,,,
pdu8****25002,2018-08-17T17:24:42,125330176,,兼职创业,"5,109",暂无,20%,"7,797.00","11,432.22",1次流标，1次撤标，0次失败,无,暂未提供,25,暂未提供,"7,830.07",男,13次,68次,5000-8000（含5000）,无,12个月,56次,无,2017/05/14,2017/05/15,"26,787.00",B,暂未提供,兼职创业,薪资收入,,11次,0次,,,,
pdu3****25008,2018-08-17T17:26:06,125330404,,医疗,"1,500",暂无,20%,"2,800.00","3,698.64",0次流标，0次撤标，0次失败,无,暂未提供,21,暂未提供,"2,718.53",男,4次,12次,2000-5000（含2000）,无,6个月,11次,无,2017/07/01,2017/07/01,"6,200.00",B,暂未提供,医疗,个人存款,,1次,0次,,,,
pdu4****80807,2018-08-17T17:28:18,125330559,,日常消费,"3,938",暂无,20%,"5,250.00","8,887.67",0次流标，0次撤标，0次失败,无,私营业主,22,暂未提供,"4,661.34",女,4次,11次,5000-8000（含5000）,无,6个月,9次,无,2017/11/16,2017/11/16,"16,918.00",B,暂未提供,日常消费,薪资收入,,2次,0次,,,,
pdu2****17812,2018-08-17T17:28:26,125330634,,日常消费,"5,000",暂无,20%,"5,500.00","16,864.76",0次流标，1次撤标，0次失败,成人,公务员,29,暂未提供,"12,727.03",男,11次,63次,5000-8000（含5000）,本科,12个月,62次,中央广播电视大学,2017/08/14,2017/08/15,"34,000.00",B,暂未提供,日常消费,薪资收入,,1次,0次,,,,
pdu5****03181,2018-08-17T17:28:34,125330654,,日常消费,"1,100",暂无,20%,"10,651.00","23,716.77",0次流标，2次撤标，0次失败,无,暂未提供,31,暂未提供,"21,796.97",男,14次,99次,5000-8000（含5000）,无,12个月,99次,无,2016/12/04,2016/12/04,"52,320.00",B,"7,558.00",日常消费,薪资收入,,0次,0次,,,,
pdu1****62334,2018-08-17T17:28:40,125330733,零逾期  ,日常消费,"7,700",暂无,20%,"3,500.00","10,268.68",0次流标，1次撤标，0次失败,无,暂未提供,24,暂未提供,"1,768.81",男,11次,62次,5000-8000（含5000）,无,6个月,62次,无,2017/04/13,2017/08/03,"24,000.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu8****34600,2018-08-17T17:34:31,125331331,,日常消费,"2,000",暂无,20%,"3,000.00","4,044.21",0次流标，0次撤标，0次失败,普通,暂未提供,27,暂未提供,"4,044.21",男,3次,13次,5000-8000（含5000）,专科,12个月,13次,江西科技学院,2018/04/05,2018/04/14,"5,500.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu5****47434,2018-08-17T17:34:39,125331286,,医疗,"1,230",暂无,20%,"5,500.00","6,756.34",0次流标，1次撤标，0次失败,无,暂未提供,21,暂未提供,"5,425.76",女,6次,14次,2000-5000（含2000）,无,6个月,14次,无,2017/10/05,2017/10/14,"12,935.00",B,"5,000.00",医疗,薪资收入,,0次,0次,,,,
pdu6****76701,2018-08-17T17:34:45,125331407,,兼职创业,700,暂无,20%,"4,000.00","8,190.63",1次流标，0次撤标，0次失败,无,暂未提供,23,暂未提供,"5,429.98",女,7次,23次,8000-15000（含8000）,无,6个月,22次,无,2017/03/13,2017/09/18,"16,000.00",B,暂未提供,兼职创业,薪资收入,,1次,0次,,,,
pdu7****55631,2018-08-17T17:34:52,125330862,,生产经营,"8,200",暂无,20%,"8,000.00","10,877.64",0次流标，0次撤标，0次失败,无,私营业主,28,暂未提供,0.00,女,1次,12次,15000及以上,无,6个月,12次,无,2016/10/27,2018/02/01,"8,000.00",B,暂未提供,生产经营,经营收入,,0次,0次,,,,
pdu4****11302,2018-08-17T17:35:00,125330889,,日常消费,"5,000",暂无,20%,"10,000.00","18,772.08",2次流标，0次撤标，0次失败,无,私营业主,33,暂未提供,"14,570.16",男,7次,30次,8000-15000（含8000）,无,12个月,30次,无,2017/06/22,2017/07/22,"33,180.00",B,"8,421.00",日常消费,经营收入,,0次,0次,,,,
pdu6****82565,2018-08-17T17:35:08,125331073,,旅游,"1,259",暂无,20%,"3,000.00","5,955.37",1次流标，0次撤标，0次失败,无,私营业主,20,暂未提供,"4,269.04",女,3次,9次,2000-5000（含2000）,无,12个月,9次,无,2018/03/15,2018/03/31,"5,759.00",B,暂未提供,旅游,薪资收入,,0次,0次,,,,
pdu5****26334,2018-08-17T17:35:14,125331178,,医疗,"3,177",暂无,20%,"15,000.00","27,617.86",0次流标，0次撤标，0次失败,普通,暂未提供,33,暂未提供,"23,480.91",男,11次,81次,8000-15000（含8000）,专科,12个月,80次,湖南铁道职业技术学院,2016/12/25,2016/12/26,"62,082.00",B,暂未提供,医疗,薪资收入,,1次,0次,,,,
pdu0****42771,2018-08-17T17:40:44,125331747,,日常消费,800,暂无,20%,"5,250.00","6,174.84",2次流标，0次撤标，0次失败,无,暂未提供,21,暂未提供,"2,928.65",男,9次,57次,5000-8000（含5000）,无,12个月,57次,无,2017/05/04,2017/06/22,"12,957.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu7****33020,2018-08-17T17:40:57,125331923,,日常消费,"2,000",暂无,20%,"13,000.00","16,482.36",0次流标，0次撤标，0次失败,无,暂未提供,37,暂未提供,"12,296.01",男,8次,16次,5000-8000（含5000）,无,12个月,15次,无,2016/03/17,2016/04/13,"26,250.00",B,暂未提供,日常消费,薪资收入,,1次,0次,,,,
pdu1****65083,2018-08-17T17:41:10,125332025,零逾期  ,兼职创业,"7,097",暂无,20%,"7,789.00","17,242.00",1次流标，0次撤标，0次失败,无,暂未提供,43,暂未提供,"8,718.88",男,14次,51次,5000-8000（含5000）,无,6个月,51次,无,2016/04/18,2016/07/11,"43,529.00",B,暂未提供,兼职创业,经营收入,,0次,0次,,,,
pdu1****62544,2018-08-17T17:43:10,125332043,,日常消费,"3,000",暂无,20%,"6,458.00","11,979.24",1次流标，0次撤标，0次失败,普通,暂未提供,25,暂未提供,"8,345.07",男,11次,86次,5000-8000（含5000）,专科,12个月,86次,六安职业技术学院,2016/04/02,2017/01/14,"25,558.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu6****62101,2018-08-17T17:43:17,125332067,,日常消费,"1,010",暂无,20%,"6,000.00","8,341.57",0次流标，0次撤标，0次失败,成人,暂未提供,25,暂未提供,"6,880.89",男,9次,29次,2000-5000（含2000）,专科,12个月,29次,浙江交通职业技术学院,2017/10/02,2017/12/19,"14,270.00",B,"1,463.00",日常消费,薪资收入,,0次,0次,,,,
pdu8****47414,2018-08-17T17:43:25,125332245,,医疗,"1,400",暂无,20%,"3,000.00","6,922.28",0次流标，2次撤标，0次失败,无,暂未提供,21,暂未提供,"5,771.39",女,11次,33次,2000以下,无,12个月,33次,无,2018/02/04,2018/02/04,"9,000.00",B,"10,000.00",医疗,薪资收入,,0次,0次,,,,
pdu2****61158,2018-08-17T17:46:44,125332476,自动1  ,日常消费,"1,000",暂无,20%,"10,507.00","16,297.96",0次流标，0次撤标，0次失败,无,私营业主,36,暂未提供,"11,355.60",女,11次,84次,2000-5000（含2000）,无,6个月,79次,无,2016/08/18,2016/08/18,"46,126.00",B,暂未提供,日常消费,薪资收入,,5次,0次,,,,
pdu1****71718,2018-08-17T17:48:59,125332655,,日常消费,740,暂无,20%,"5,500.00","8,508.63",0次流标，0次撤标，0次失败,无,暂未提供,23,暂未提供,"7,567.62",男,3次,6次,2000-5000（含2000）,无,6个月,6次,无,2018/04/16,2018/04/16,"8,308.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu7****53550,2018-08-17T17:49:09,125332792,,装修,"1,000",暂无,20%,"1,600.00","5,579.37",0次流标，0次撤标，0次失败,无,暂未提供,23,暂未提供,"2,715.78",男,9次,39次,2000-5000（含2000）,无,12个月,39次,无,2017/02/04,2017/02/06,"7,225.00",B,暂未提供,装修,经营收入,,0次,0次,,,,
pdu8****27238,2018-08-17T17:49:17,125332750,,旅游,555,暂无,20%,"5,000.00","5,993.33",0次流标，0次撤标，0次失败,无,暂未提供,21,暂未提供,"5,270.85",女,3次,8次,5000-8000（含5000）,无,6个月,8次,无,2018/04/16,2018/04/16,"6,342.00",B,"17,108.00",旅游,薪资收入,,0次,0次,,,,
pdu****6317,2018-08-17T17:52:36,125333125,,日常消费,"1,184",暂无,20%,"4,000.00","7,068.05",0次流标，0次撤标，0次失败,普通,暂未提供,23,暂未提供,"5,634.43",男,12次,44次,5000-8000（含5000）,专科,6个月,41次,云南能源职业技术学院,2015/10/09,2017/09/08,"17,906.00",B,"11,800.00",日常消费,薪资收入,,3次,0次,,,,
pdu0****15385,2018-08-17T17:52:42,125333168,,日常消费,"3,000",暂无,20%,"10,800.00","16,297.84",0次流标，2次撤标，0次失败,无,暂未提供,28,暂未提供,"12,503.12",女,13次,49次,2000-5000（含2000）,无,6个月,43次,无,2017/06/03,2017/06/04,"41,032.00",B,暂未提供,日常消费,个人存款,,6次,0次,,,,
pdu7****65160,2018-08-17T17:55:48,125333212,,日常消费,"3,167",暂无,20%,"9,500.00","11,369.07",1次流标，0次撤标，0次失败,无,暂未提供,28,暂未提供,"6,873.25",男,3次,5次,15000及以上,无,6个月,5次,无,2016/06/01,2017/09/29,"22,140.00",B,暂未提供,日常消费,经营收入,,0次,0次,,,,
pdu8****22341,2018-08-17T17:55:57,125333238,,日常消费,"5,000",暂无,20%,"10,000.00","12,116.64",0次流标，0次撤标，0次失败,无,暂未提供,25,暂未提供,"10,427.28",男,8次,24次,5000-8000（含5000）,无,12个月,24次,无,2016/11/17,2016/11/18,"25,300.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu8****51585,2018-08-17T17:56:02,125333416,,日常消费,500,暂无,20%,"8,500.00","11,557.38",0次流标，0次撤标，0次失败,无,暂未提供,29,暂未提供,"9,082.59",男,7次,14次,5000-8000（含5000）,无,6个月,14次,无,2017/12/18,2017/12/19,"14,544.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu3****11311,2018-08-17T17:56:07,125333372,,日常消费,"3,000",暂无,20%,"15,000.00","21,004.79",0次流标，0次撤标，0次失败,无,暂未提供,27,暂未提供,"9,857.04",男,17次,111次,5000-8000（含5000）,无,12个月,111次,无,2016/04/15,2016/04/15,"37,600.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu7****73481,2018-08-17T17:56:13,125333525,,日常消费,"4,469",暂无,20%,"5,000.00","12,082.82",0次流标，0次撤标，0次失败,无,暂未提供,30,暂未提供,"7,825.33",男,7次,63次,5000-8000（含5000）,无,12个月,62次,无,2016/02/24,2016/11/23,"20,051.00",B,暂未提供,日常消费,薪资收入,,1次,0次,,,,
pdu5****46824,2018-08-17T17:56:17,125333426,,日常消费,500,暂无,20%,"5,600.00","7,629.90",0次流标，0次撤标，0次失败,无,暂未提供,23,暂未提供,"7,629.90",女,3次,4次,2000-5000（含2000）,无,12个月,4次,无,2018/08/03,2018/08/03,"6,600.00",B,"1,000.00",日常消费,个人存款,,0次,0次,,,,
pdu0****00004,2018-08-17T17:56:21,125333218,,装修,"7,000",暂无,20%,"10,000.00","15,542.90",0次流标，1次撤标，0次失败,无,私营业主,32,暂未提供,"14,766.72",女,3次,16次,8000-15000（含8000）,无,12个月,16次,无,2017/08/08,2017/08/08,"26,000.00",B,暂未提供,装修,投资收入,,0次,0次,,,,
pdu4****74687,2018-08-17T17:56:25,125333499,零逾期  ,生产经营,"7,342",暂无,20%,"18,300.00","24,156.83",0次流标，0次撤标，0次失败,无,私营业主,50,暂未提供,"16,124.52",男,6次,32次,8000-15000（含8000）,无,6个月,32次,无,2017/01/15,2017/02/19,"52,086.00",B,暂未提供,生产经营,经营收入,,0次,0次,,,,
pdu8****53461,2018-08-17T18:01:44,125333936,,旅游,"13,300",暂无,20%,"11,300.00","13,177.80",1次流标，0次撤标，0次失败,普通,暂未提供,22,暂未提供,0.00,女,4次,22次,5000-8000（含5000）,专科,12个月,22次,上海电影艺术职业学院,2017/06/04,2017/08/27,"16,129.00",B,暂未提供,旅游,薪资收入,,0次,0次,,,,
pdu1****74308,2018-08-17T18:01:49,125333900,低逾期 ,生产经营,"2,000",暂无,20%,"3,448.00","10,525.27",0次流标，0次撤标，0次失败,无,暂未提供,21,暂未提供,"7,946.33",女,11次,71次,2000以下,无,6个月,69次,无,2017/05/19,2017/06/07,"16,884.00",B,暂未提供,生产经营,投资收入,,1次,0次,,,,
pdu4****20613,2018-08-17T18:01:55,125334021,,日常消费,700,暂无,20%,"2,000.00","2,538.15",0次流标，0次撤标，0次失败,无,暂未提供,22,暂未提供,"1,692.51",男,4次,8次,2000-5000（含2000）,无,6个月,8次,无,2016/10/31,2018/01/23,"4,000.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu2****37751,2018-08-17T18:01:59,125334026,,旅游,"1,698",暂无,20%,"3,900.00","7,742.95",0次流标，0次撤标，0次失败,无,暂未提供,22,暂未提供,"5,741.52",男,5次,29次,5000-8000（含5000）,无,12个月,29次,无,2017/04/27,2017/08/16,"11,527.00",B,暂未提供,旅游,经营收入,,0次,0次,,,,
pdu6****11064,2018-08-17T18:02:04,125334011,,日常消费,"7,345",暂无,20%,"5,500.00","7,478.34",0次流标，0次撤标，0次失败,无,暂未提供,23,暂未提供,"2,875.35",男,1次,7次,2000-5000（含2000）,无,12个月,7次,无,2016/04/29,2018/01/07,"5,500.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu3****20785,2018-08-17T18:07:35,125334546,,旅游,"18,000",暂无,20%,"18,000.00","19,376.82",0次流标，0次撤标，0次失败,成人,暂未提供,32,暂未提供,0.00,女,7次,45次,5000-8000（含5000）,专科,12个月,45次,杭州科技职业技术学院,2016/05/03,2016/05/03,"33,155.00",B,暂未提供,旅游,薪资收入,,0次,0次,,,,
pdu8****03628,2018-08-17T18:07:42,125334559,,医疗,"2,000",暂无,20%,"6,500.00","13,153.92",0次流标，1次撤标，0次失败,无,私营业主,35,暂未提供,"5,349.99",男,15次,66次,8000-15000（含8000）,无,6个月,64次,无,2016/11/19,2016/11/21,"38,909.00",B,暂未提供,医疗,薪资收入,,2次,0次,,,,
pdu6****42674,2018-08-17T18:09:57,125334831,零逾期  ,日常消费,"1,402",暂无,20%,"2,000.00","8,003.50",0次流标，0次撤标，0次失败,无,暂未提供,22,暂未提供,"6,336.92",女,9次,31次,2000-5000（含2000）,无,6个月,31次,无,2018/01/18,2018/01/19,"12,005.00",B,"7,093.00",日常消费,薪资收入,,0次,0次,,,,
pdu4****15370,2018-08-17T18:11:04,125334897,,兼职创业,"8,000",暂无,20%,"4,000.00","4,446.36",0次流标，0次撤标，0次失败,无,暂未提供,20,暂未提供,917.77,男,3次,11次,8000-15000（含8000）,无,12个月,11次,无,2017/05/08,2017/05/08,"6,000.00",B,暂未提供,兼职创业,薪资收入,,0次,0次,,,,
pdu0****38710,2018-08-17T18:13:09,125335009,,日常消费,600,暂无,20%,"8,000.00","9,287.53",0次流标，0次撤标，0次失败,普通,暂未提供,24,暂未提供,"3,883.05",女,3次,12次,2000-5000（含2000）,专科,6个月,8次,广西经贸职业技术学院,2018/03/29,2018/03/31,"11,200.00",B,暂未提供,日常消费,薪资收入,,3次,0次,,,,
pdu8****47833,2018-08-17T18:13:25,125335195,,日常消费,"4,000",暂无,20%,"5,000.00","19,917.13",0次流标，0次撤标，0次失败,无,暂未提供,27,暂未提供,"15,322.83",女,16次,115次,2000-5000（含2000）,无,12个月,115次,无,2016/10/02,2016/10/02,"57,567.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu0****37467,2018-08-17T18:14:34,125335250,,日常消费,600,暂无,20%,"2,500.00","3,399.10",0次流标，0次撤标，0次失败,无,暂未提供,19,暂未提供,"1,292.04",女,4次,15次,2000以下,无,12个月,15次,无,2018/01/11,2018/01/11,"4,050.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu7****58856,2018-08-17T18:15:31,125331195,,生产经营,500,暂无,20%,"2,500.00","3,525.29",1次流标，0次撤标，0次失败,无,私营业主,20,暂未提供,"2,485.57",女,3次,13次,5000-8000（含5000）,无,6个月,13次,无,2015/11/27,2018/01/02,"4,175.00",B,"11,735.00",生产经营,经营收入,,0次,0次,,,,
pdu7****62051,2018-08-17T18:16:51,125335453,,日常消费,897,暂无,20%,"5,000.00","6,249.15",0次流标，0次撤标，0次失败,无,暂未提供,22,暂未提供,"4,394.53",女,3次,11次,5000-8000（含5000）,无,6个月,10次,无,2018/02/18,2018/02/18,"8,849.00",B,"8,681.00",日常消费,薪资收入,,1次,0次,,,,
pdu8****87875,2018-08-17T18:16:56,125335467,,医疗,726,暂无,20%,"8,000.00","9,505.03",0次流标，0次撤标，0次失败,无,暂未提供,28,暂未提供,"7,931.98",女,4次,13次,2000-5000（含2000）,无,6个月,12次,无,2017/11/27,2018/02/09,"16,619.00",B,暂未提供,医疗,薪资收入,,1次,0次,,,,
pdu7****47307,2018-08-17T18:17:01,125335494,,日常消费,"1,610",暂无,20%,"3,300.00","4,891.70",0次流标，1次撤标，0次失败,无,暂未提供,20,暂未提供,"2,789.86",女,3次,20次,5000-8000（含5000）,无,12个月,19次,无,2017/07/28,2017/07/31,"7,218.00",B,暂未提供,日常消费,投资收入,,1次,0次,,,,
pdu8****13276,2018-08-17T18:19:06,125335605,,日常消费,890,暂无,20%,"2,000.00","3,698.86",2次流标，0次撤标，0次失败,无,暂未提供,20,暂未提供,"2,422.21",女,4次,20次,2000-5000（含2000）,无,12个月,19次,无,2017/05/26,2017/12/27,"4,379.00",B,暂未提供,日常消费,个人存款,,1次,0次,,,,
pdu3****76132,2018-08-17T18:19:17,125335728,,兼职创业,"1,600",暂无,20%,"7,527.00","17,194.63",0次流标，1次撤标，0次失败,无,暂未提供,25,暂未提供,"13,349.14",女,8次,50次,2000-5000（含2000）,无,12个月,47次,无,2016/10/26,2016/10/27,"34,528.00",B,暂未提供,兼职创业,个人存款,,3次,0次,,,,
pdu0****52764,2018-08-17T18:22:41,125336030,,日常消费,"1,516",暂无,20%,"6,250.00","8,464.80",0次流标，0次撤标，0次失败,无,暂未提供,21,暂未提供,"7,054.00",女,1次,2次,8000-15000（含8000）,无,12个月,2次,无,2018/06/20,2018/06/20,"6,250.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu1****47206,2018-08-17T18:22:45,125336098,,日常消费,"1,896",暂无,20%,"8,925.00","16,036.29",0次流标，1次撤标，0次失败,无,暂未提供,33,暂未提供,"13,960.76",女,11次,59次,5000-8000（含5000）,无,12个月,58次,无,2017/06/04,2017/06/04,"34,416.00",B,"13,141.00",日常消费,薪资收入,,1次,0次,,,,
pdu0****64378,2018-08-17T18:25:53,125336206,,旅游,"8,340",暂无,20%,"5,000.00","10,932.84",1次流标，0次撤标，0次失败,无,暂未提供,44,暂未提供,0.00,女,8次,57次,15000及以上,无,12个月,57次,无,2016/05/31,2017/04/16,"20,000.00",B,"4,000.00",旅游,薪资收入,,0次,0次,,,,
pdu4****55478,2018-08-17T18:25:59,125336222,,装修,"2,000",暂无,20%,"25,000.00","30,285.42",1次流标，0次撤标，0次失败,普通,暂未提供,32,暂未提供,"20,102.24",女,9次,42次,2000-5000（含2000）,专科,12个月,39次,铜陵学院,2017/06/03,2017/06/05,"37,100.00",B,暂未提供,装修,薪资收入,,3次,0次,,,,
pdu7****52812,2018-08-17T18:26:07,125336371,,日常消费,"1,528",暂无,20%,"4,100.00","5,954.33",1次流标，0次撤标，0次失败,无,暂未提供,22,暂未提供,"4,062.21",女,14次,60次,2000-5000（含2000）,无,12个月,60次,无,2017/09/18,2017/09/18,"20,296.00",B,"4,150.00",日常消费,薪资收入,,0次,0次,,,,
pdu5****33028,2018-08-17T18:26:14,125336243,,日常消费,"2,145",暂无,20%,"8,658.00","10,637.64",1次流标，0次撤标，0次失败,无,暂未提供,25,暂未提供,"7,111.71",男,6次,40次,5000-8000（含5000）,无,12个月,40次,无,2017/05/16,2017/06/13,"22,866.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu4****68841,2018-08-17T18:26:22,125336411,,装修,966,暂无,20%,"12,165.00","16,816.79",0次流标，0次撤标，0次失败,无,私营业主,35,暂未提供,"15,330.31",女,9次,25次,5000-8000（含5000）,无,6个月,25次,无,2017/06/09,2017/06/09,"37,163.00",B,暂未提供,装修,薪资收入,,0次,0次,,,,
pdu7****62051,2018-08-17T18:26:28,125336294,,日常消费,911,暂无,20%,"5,000.00","6,249.15",0次流标，0次撤标，0次失败,无,暂未提供,22,暂未提供,"4,394.53",女,3次,11次,5000-8000（含5000）,无,6个月,10次,无,2018/02/18,2018/02/18,"8,849.00",B,"8,681.00",日常消费,薪资收入,,1次,0次,,,,
pdu4****75124,2018-08-17T18:34:17,125336487,,日常消费,"6,500",暂无,20%,"4,600.00","7,270.41",0次流标，0次撤标，0次失败,无,私营业主,24,暂未提供,0.00,女,5次,25次,8000-15000（含8000）,无,6个月,25次,无,2017/09/07,2017/09/07,"13,203.00",B,"3,200.00",日常消费,薪资收入,,0次,0次,,,,
pdu3****76132,2018-08-17T18:34:27,125336667,,兼职创业,"1,400",暂无,20%,"7,527.00","17,194.63",0次流标，1次撤标，0次失败,无,暂未提供,25,暂未提供,"13,349.14",女,8次,50次,2000-5000（含2000）,无,12个月,47次,无,2016/10/26,2016/10/27,"34,528.00",B,暂未提供,兼职创业,个人存款,,3次,0次,,,,
pdu5****62456,2018-08-17T18:35:27,125337154,,旅游,"1,000",暂无,20%,"5,000.00","17,007.68",1次流标，0次撤标，0次失败,无,暂未提供,26,暂未提供,"14,038.77",男,20次,78次,2000-5000（含2000）,无,6个月,73次,无,2017/04/15,2017/04/15,"34,071.00",B,暂未提供,旅游,薪资收入,,5次,0次,,,,
pdu7****15432,2018-08-17T18:35:43,125336774,,日常消费,"2,000",暂无,20%,"3,625.00","8,880.54",1次流标，0次撤标，0次失败,成人,暂未提供,38,暂未提供,"5,201.70",男,6次,23次,8000-15000（含8000）,本科,6个月,23次,宁波大学,2017/10/09,2017/11/01,"14,625.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu5****86746,2018-08-17T18:36:07,125336968,,日常消费,"17,700",暂无,20%,"3,359.00","4,689.14",0次流标，1次撤标，0次失败,无,暂未提供,36,暂未提供,0.00,女,3次,30次,5000-8000（含5000）,无,12个月,13次,无,2016/06/25,2016/06/27,"7,859.00",B,暂未提供,日常消费,薪资收入,,14次,0次,,,,
pdu6****23283,2018-08-17T18:37:13,125337239,,日常消费,"4,000",暂无,20%,"17,000.00","20,457.48",0次流标，0次撤标，0次失败,*,暂未提供,28,暂未提供,"15,343.11",女,1次,3次,2000-5000（含2000）,本科,6个月,3次,江西科技学院,2018/05/16,2018/05/16,"17,000.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu7****75182,2018-08-17T18:37:20,125337250,,日常消费,"1,800",暂无,20%,"6,640.00","20,139.12",0次流标，0次撤标，0次失败,普通,暂未提供,22,暂未提供,"17,794.30",女,9次,34次,2000-5000（含2000）,专科,12个月,34次,陕西工商职业学院,2017/11/22,2017/11/22,"33,781.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu1****55554,2018-08-17T18:37:28,125337233,,日常消费,"2,530",暂无,20%,"6,800.00","12,291.72",0次流标，1次撤标，0次失败,无,暂未提供,47,暂未提供,"9,383.87",女,9次,42次,8000-15000（含8000）,无,6个月,39次,无,2017/04/13,2017/04/13,"34,137.00",B,"27,677.00",日常消费,薪资收入,,3次,0次,,,,
pdu5****84366,2018-08-17T18:37:35,125337246,,医疗,"3,374",暂无,20%,"5,500.00","20,467.48",0次流标，1次撤标，0次失败,普通,暂未提供,25,暂未提供,"16,381.05",男,17次,109次,2000-5000（含2000）,专科,12个月,102次,延安职业技术学院,2016/10/03,2016/10/03,"60,921.00",B,暂未提供,医疗,投资收入,,6次,0次,,,,
pdu3****08624,2018-08-17T18:37:39,125337283,,日常消费,"4,288",暂无,20%,"9,200.00","14,033.50",0次流标，0次撤标，0次失败,无,暂未提供,26,暂未提供,"8,723.44",男,9次,40次,2000-5000（含2000）,无,6个月,39次,无,2016/03/30,2017/01/13,"45,402.00",B,暂未提供,日常消费,薪资收入,,1次,0次,,,,
pdu1****54650,2018-08-17T18:40:32,125337500,零逾期  ,日常消费,"4,228",暂无,20%,"18,200.00","20,485.57",0次流标，1次撤标，0次失败,无,暂未提供,28,暂未提供,"14,735.50",女,20次,86次,2000-5000（含2000）,无,6个月,86次,无,2016/08/17,2016/08/19,"156,064.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu7****20206,2018-08-17T18:40:41,125337504,,装修,"10,740",暂无,20%,"10,500.00","11,603.94",0次流标，0次撤标，0次失败,无,私营业主,35,有逾期,0.00,女,3次,12次,5000-8000（含5000）,无,6个月,12次,无,2017/10/10,2017/10/10,"26,132.00",B,暂未提供,装修,经营收入,信用卡,0次,0次,,,,
pdu8****21312,2018-08-17T18:40:47,125337623,,日常消费,500,暂无,20%,"4,000.00","5,438.76",0次流标，1次撤标，0次失败,无,暂未提供,22,暂未提供,"4,579.50",男,5次,12次,2000-5000（含2000）,无,12个月,12次,无,2017/12/21,2017/12/21,"8,000.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
pdu3****42135,2018-08-17T18:40:52,125337552,,日常消费,515,暂无,20%,"3,000.00","8,269.81",0次流标，0次撤标，0次失败,无,私营业主,23,暂未提供,"7,586.08",男,10次,47次,8000-15000（含8000）,无,12个月,47次,无,2017/04/02,2017/06/19,"16,379.00",B,"12,250.00",日常消费,经营收入,,0次,0次,,,,
pdu3****33140,2018-08-17T18:50:09,125337788,,日常消费,"1,300",暂无,20%,"14,000.00","18,053.94",0次流标，1次撤标，0次失败,成人,暂未提供,36,暂未提供,"15,778.20",男,5次,21次,5000-8000（含5000）,专科,12个月,20次,陕西广播电视大学,2017/08/15,2017/08/17,"32,374.00",B,暂未提供,日常消费,薪资收入,,1次,0次,,,,
pdu2****14387,2018-08-17T18:50:16,125337862,,日常消费,"1,000",暂无,20%,"3,500.00","4,080.66",0次流标，0次撤标，0次失败,无,暂未提供,21,暂未提供,"2,610.38",男,12次,43次,5000-8000（含5000）,无,12个月,43次,无,2017/02/20,2017/04/06,"23,450.00",B,暂未提供,日常消费,薪资收入,,0次,0次,,,,
