creditCode,currentCreditCode,listingId,priceForSale,priceForSaleRate,testDate,nextRepayDate,pastDueDay,pastDueNumber,valuation,rateMaxMultiples,rateMinMultiples,currentDueDay,currentRate,isPay,leftRepayDay,allowanceRadio,number,owingInterest,owingNumber,owingPrincipal,preDebtdealId,preDebtDealId,vouch,maxRate,minRate,defaultPriceforsale
B,C,131951307.0,42.01,20.0,2018-12-13,2018-12-15 02:11:38,0.0,0.0,0.9203,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,2.13,5.0,42.01,0.0,0.0,0.0,40.0,20.0,
B,D,131955048.0,42.01,20.0,2018-12-13,2018-12-15 06:34:38,0.0,0.0,0.9853,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,2.12,5.0,42.01,0.0,0.0,0.0,40.0,20.0,
B,B,128356501.0,16.94,20.0,2018-12-13,2018-12-15 08:53:55,0.0,0.0,1.0101,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,3.0,0.29,1.0,16.94,0.0,0.0,0.0,40.0,20.0,
B,D,128343151.0,33.88,20.0,2018-12-14,2018-12-15 00:56:55,0.0,0.0,0.9994,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,128344780.0,16.94,20.0,2018-12-14,2018-12-15 01:41:28,0.0,0.0,0.9939,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,3.0,0.28,1.0,16.94,0.0,0.0,0.0,40.0,20.0,
B,B,128356501.0,16.94,20.0,2018-12-14,2018-12-15 08:53:55,0.0,0.0,1.0103,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,3.0,0.29,1.0,16.94,0.0,0.0,0.0,40.0,20.0,
C,D,128360503.0,33.99,24.0,2018-12-14,2018-12-15 09:18:32,0.0,0.0,1.0201,2.0,1.0,-1.0,24.0,0.0,1.0,0.0,6.0,1.71,4.0,33.99,0.0,0.0,0.0,48.0,24.0,
C,G,128361492.0,33.99,24.0,2018-12-14,2018-12-15 09:27:23,0.0,0.0,1.0153,2.0,1.0,-1.0,24.0,0.0,1.0,0.0,6.0,1.72,4.0,33.99,0.0,0.0,0.0,48.0,24.0,
B,C,125053819.0,25.62,20.0,2018-12-14,2018-12-15 09:29:27,0.0,0.0,1.0026,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,C,131969779.0,33.61,20.0,2018-12-14,2018-12-15 09:41:37,0.0,0.0,1.0083,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,3.0,0.84,2.0,33.61,0.0,0.0,0.0,40.0,20.0,
B,C,128365996.0,33.88,20.0,2018-12-14,2018-12-15 10:08:51,0.0,0.0,1.0118,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,131977773.0,42.0,20.0,2018-12-14,2018-12-15 10:38:27,0.0,0.0,1.0227,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,2.12,5.0,42.0,0.0,0.0,0.0,40.0,20.0,
B,C,131980308.0,42.01,20.0,2018-12-14,2018-12-15 10:55:40,0.0,0.0,1.0218,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,2.13,5.0,42.01,0.0,0.0,0.0,40.0,20.0,
B,C,128373313.0,16.94,20.0,2018-12-14,2018-12-15 10:59:06,0.0,0.0,1.0103,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,3.0,0.29,1.0,16.94,0.0,0.0,0.0,40.0,20.0,
B,B,125066182.0,25.62,20.0,2018-12-14,2018-12-15 11:07:25,0.0,0.0,0.997,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,B,125065477.0,25.62,20.0,2018-12-14,2018-12-15 11:07:32,0.0,0.0,1.0078,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,D,131984952.0,42.01,20.0,2018-12-14,2018-12-15 11:29:32,0.0,0.0,1.0038,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,2.12,5.0,42.01,0.0,0.0,0.0,40.0,20.0,
B,C,125069109.0,25.62,20.0,2018-12-14,2018-12-15 11:32:31,2.0,3.0,0.9791,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,C,125070924.0,25.63,20.0,2018-12-14,2018-12-15 11:46:53,0.0,0.0,1.0025,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,0.85,3.0,25.63,0.0,0.0,0.0,40.0,20.0,
B,E,128382958.0,33.88,20.0,2018-12-14,2018-12-15 12:16:00,0.0,0.0,1.0118,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.43,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,128384881.0,33.88,20.0,2018-12-14,2018-12-15 12:29:20,0.0,0.0,1.0173,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,125082592.0,25.62,20.0,2018-12-14,2018-12-15 13:23:25,3.0,3.0,0.9388,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,C,128397892.0,33.88,20.0,2018-12-14,2018-12-15 14:20:26,0.0,0.0,1.0173,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
A,C,132026551.0,41.94,16.0,2018-12-14,2018-12-15 16:29:37,0.0,0.0,1.0071,2.0,1.0,-1.0,16.0,0.0,1.0,0.0,6.0,1.69,5.0,41.94,0.0,0.0,0.0,32.0,16.0,
C,C,132029040.0,33.66,24.0,2018-12-14,2018-12-15 16:48:01,0.0,0.0,1.0141,2.0,1.0,-1.0,24.0,0.0,1.0,0.0,3.0,1.01,2.0,33.66,0.0,0.0,0.0,48.0,24.0,
B,C,132036258.0,33.61,20.0,2018-12-14,2018-12-15 17:44:42,0.0,0.0,0.9906,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,3.0,0.84,2.0,33.61,0.0,0.0,0.0,40.0,20.0,
C,F,132037168.0,42.07,24.0,2018-12-14,2018-12-15 17:53:27,0.0,0.0,1.0214,2.0,1.0,-1.0,24.0,0.0,1.0,0.0,6.0,2.56,5.0,42.07,0.0,0.0,0.0,48.0,24.0,
C,C,128422299.0,33.98,24.0,2018-12-14,2018-12-15 18:06:43,0.0,0.0,1.0201,2.0,1.0,-1.0,24.0,0.0,1.0,0.0,6.0,1.72,4.0,33.98,0.0,0.0,0.0,48.0,24.0,
B,B,128424330.0,16.95,20.0,2018-12-14,2018-12-15 18:26:42,0.0,0.0,1.0103,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,3.0,0.28,1.0,16.95,0.0,0.0,0.0,40.0,20.0,
B,C,125120896.0,25.62,20.0,2018-12-14,2018-12-15 18:47:26,0.0,0.0,1.0026,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,C,132045449.0,33.61,20.0,2018-12-14,2018-12-15 19:05:28,0.0,0.0,1.0083,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,3.0,0.84,2.0,33.61,0.0,0.0,0.0,40.0,20.0,
B,D,128432724.0,33.88,20.0,2018-12-14,2018-12-15 20:10:36,0.0,0.0,1.0071,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
C,C,132053089.0,33.66,24.0,2018-12-14,2018-12-15 20:20:40,0.0,0.0,1.003,2.0,1.0,-1.0,24.0,0.0,1.0,0.0,3.0,1.01,2.0,33.66,0.0,0.0,0.0,48.0,24.0,
B,C,128458874.0,33.88,20.0,2018-12-14,2018-12-16 07:35:32,0.0,0.0,1.017,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.43,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,B,125156616.0,25.62,20.0,2018-12-14,2018-12-16 08:06:22,0.0,0.0,1.016,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,C,128464681.0,33.88,20.0,2018-12-14,2018-12-16 08:54:56,0.0,0.0,1.0122,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,B,132099307.0,33.61,20.0,2018-12-14,2018-12-16 10:22:23,0.0,0.0,1.0116,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,3.0,0.84,2.0,33.61,0.0,0.0,0.0,40.0,20.0,
B,C,125173961.0,25.62,20.0,2018-12-14,2018-12-16 10:41:28,0.0,0.0,1.0076,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,C,132102354.0,19.32,20.0,2018-12-14,2018-12-16 10:43:21,0.0,0.0,1.0113,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,0.97,5.0,19.32,0.0,0.0,0.0,40.0,20.0,
A,C,132105021.0,41.94,16.0,2018-12-14,2018-12-16 11:04:25,0.0,0.0,1.0015,2.0,1.0,-2.0,16.0,0.0,2.0,0.0,6.0,1.69,5.0,41.94,0.0,0.0,0.0,32.0,16.0,
B,B,132106833.0,33.61,20.0,2018-12-14,2018-12-16 11:22:37,0.0,0.0,1.0145,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,3.0,0.84,2.0,33.61,0.0,0.0,0.0,40.0,20.0,
B,C,128485818.0,33.88,20.0,2018-12-14,2018-12-16 11:44:24,0.0,0.0,1.0122,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.43,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,128487695.0,16.95,20.0,2018-12-14,2018-12-16 12:02:38,0.0,0.0,1.0046,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,3.0,0.28,1.0,16.95,0.0,0.0,0.0,40.0,20.0,
B,C,125186045.0,25.62,20.0,2018-12-14,2018-12-16 12:20:26,0.0,0.0,1.0125,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,C,128490081.0,33.88,20.0,2018-12-14,2018-12-16 12:23:26,0.0,0.0,0.9607,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.43,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,128490415.0,33.88,20.0,2018-12-14,2018-12-16 12:26:47,0.0,0.0,0.998,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,132116548.0,42.0,20.0,2018-12-14,2018-12-16 12:31:27,0.0,0.0,0.9203,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,2.13,5.0,42.0,0.0,0.0,0.0,40.0,20.0,
B,B,128491377.0,16.94,20.0,2018-12-14,2018-12-16 12:35:28,0.0,0.0,1.0101,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,3.0,0.28,1.0,16.94,0.0,0.0,0.0,40.0,20.0,
B,B,128492836.0,16.95,20.0,2018-12-14,2018-12-16 12:47:37,0.0,0.0,1.0101,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,3.0,0.28,1.0,16.95,0.0,0.0,0.0,40.0,20.0,
C,F,132121037.0,42.07,24.0,2018-12-14,2018-12-16 13:07:24,0.0,0.0,1.0122,2.0,1.0,-2.0,24.0,0.0,2.0,0.0,6.0,2.55,5.0,42.07,0.0,0.0,0.0,48.0,24.0,
B,C,125191355.0,25.62,20.0,2018-12-14,2018-12-16 13:09:27,0.0,0.0,1.0125,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
C,B,128500339.0,17.0,24.0,2018-12-14,2018-12-16 13:56:27,0.0,0.0,1.0133,2.0,1.0,-2.0,24.0,0.0,2.0,0.0,3.0,0.34,1.0,17.0,0.0,0.0,0.0,48.0,24.0,
C,C,128509391.0,16.99,24.0,2018-12-14,2018-12-16 15:20:24,0.0,0.0,0.9968,2.0,1.0,-2.0,24.0,0.0,2.0,0.0,3.0,0.34,1.0,16.99,0.0,0.0,0.0,48.0,24.0,
B,B,125207727.0,25.62,20.0,2018-12-14,2018-12-16 15:26:26,0.0,0.0,1.0125,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
C,G,128511019.0,33.99,24.0,2018-12-14,2018-12-16 15:35:29,0.0,0.0,0.9965,2.0,1.0,-2.0,24.0,0.0,2.0,0.0,6.0,1.72,4.0,33.99,0.0,0.0,0.0,48.0,24.0,
B,C,128510943.0,33.88,20.0,2018-12-14,2018-12-16 15:35:40,0.0,0.0,1.0122,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
A,C,132145596.0,41.94,16.0,2018-12-14,2018-12-16 15:49:23,0.0,0.0,1.0117,2.0,1.0,-2.0,16.0,0.0,2.0,0.0,6.0,1.69,5.0,41.94,0.0,0.0,0.0,32.0,16.0,
B,B,128515306.0,16.94,20.0,2018-12-14,2018-12-16 16:17:27,0.0,0.0,1.01,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,3.0,0.29,1.0,16.94,0.0,0.0,0.0,40.0,20.0,
B,B,125213788.0,25.62,20.0,2018-12-14,2018-12-16 16:20:21,0.0,0.0,1.016,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,C,125215594.0,25.62,20.0,2018-12-14,2018-12-16 16:38:23,0.0,0.0,1.0125,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,C,132155300.0,33.61,20.0,2018-12-14,2018-12-16 16:56:13,0.0,0.0,1.0026,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,3.0,0.84,2.0,33.61,0.0,0.0,0.0,40.0,20.0,
B,C,128520589.0,21.01,20.0,2018-12-14,2018-12-16 17:11:43,0.0,0.0,1.0179,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,0.88,4.0,21.01,0.0,0.0,0.0,40.0,20.0,
C,C,128666012.0,33.99,24.0,2018-12-17,2018-12-18 00:00:46,0.0,0.0,1.0201,2.0,1.0,-1.0,24.0,0.0,1.0,0.0,6.0,1.71,4.0,33.99,0.0,0.0,0.0,48.0,24.0,
B,C,132336673.0,33.61,20.0,2018-12-17,2018-12-18 00:25:13,0.0,0.0,0.9982,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,3.0,0.84,2.0,33.61,0.0,0.0,0.0,40.0,20.0,
C,C,132344419.0,42.07,24.0,2018-12-17,2018-12-18 05:52:49,0.0,0.0,1.0268,2.0,1.0,-1.0,24.0,0.0,1.0,0.0,6.0,2.56,5.0,42.07,0.0,0.0,0.0,48.0,24.0,
B,G,125364335.0,25.62,20.0,2018-12-17,2018-12-18 06:05:19,0.0,0.0,1.0025,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,C,128682063.0,33.88,20.0,2018-12-17,2018-12-18 08:14:34,0.0,0.0,1.0182,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.41,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,128683160.0,16.95,20.0,2018-12-17,2018-12-18 08:28:34,0.0,0.0,1.0103,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,3.0,0.28,1.0,16.95,0.0,0.0,0.0,40.0,20.0,
B,C,132354066.0,42.0,20.0,2018-12-17,2018-12-18 08:43:38,0.0,0.0,1.0169,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,2.12,5.0,42.0,0.0,0.0,0.0,40.0,20.0,
C,C,132354960.0,33.66,24.0,2018-12-17,2018-12-18 08:54:34,0.0,0.0,1.0011,2.0,1.0,-1.0,24.0,0.0,1.0,0.0,3.0,1.01,2.0,33.66,0.0,0.0,0.0,48.0,24.0,
B,B,125378671.0,25.63,20.0,2018-12-17,2018-12-18 09:52:17,0.0,0.0,1.0127,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,0.85,3.0,25.63,0.0,0.0,0.0,40.0,20.0,
B,C,125381272.0,25.62,20.0,2018-12-17,2018-12-18 10:17:20,1.0,1.0,1.0016,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,C,128697194.0,33.88,20.0,2018-12-17,2018-12-18 10:20:51,0.0,0.0,1.0238,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
C,B,128701820.0,17.0,24.0,2018-12-17,2018-12-18 10:53:28,0.0,0.0,1.0072,2.0,1.0,-1.0,24.0,0.0,1.0,0.0,3.0,0.34,1.0,17.0,0.0,0.0,0.0,48.0,24.0,
B,C,125386146.0,25.62,20.0,2018-12-17,2018-12-18 11:00:41,0.0,0.0,1.0073,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,C,125392194.0,25.62,20.0,2018-12-17,2018-12-18 11:56:36,0.0,0.0,1.0073,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,F,128654547.0,33.88,20.0,2018-12-17,2018-12-18 12:05:54,1.0,1.0,0.9888,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,B,132389123.0,33.61,20.0,2018-12-17,2018-12-18 12:37:55,0.0,0.0,1.0154,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,3.0,0.84,2.0,33.61,0.0,0.0,0.0,40.0,20.0,
B,C,125397584.0,25.62,20.0,2018-12-17,2018-12-18 12:50:18,0.0,0.0,1.0127,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,C,128718016.0,33.88,20.0,2018-12-17,2018-12-18 12:59:29,0.0,0.0,0.9983,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,125401443.0,25.62,20.0,2018-12-17,2018-12-18 13:28:17,0.0,0.0,1.0078,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,C,132397843.0,42.01,20.0,2018-12-17,2018-12-18 13:36:28,0.0,0.0,1.0116,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,2.12,5.0,42.01,0.0,0.0,0.0,40.0,20.0,
B,B,125407744.0,25.62,20.0,2018-12-17,2018-12-18 14:39:01,0.0,0.0,1.0191,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
A,C,132411724.0,41.94,16.0,2018-12-17,2018-12-18 15:08:01,0.0,0.0,1.0071,2.0,1.0,-1.0,16.0,0.0,1.0,0.0,6.0,1.69,5.0,41.94,0.0,0.0,0.0,32.0,16.0,
B,C,125413534.0,25.62,20.0,2018-12-17,2018-12-18 15:29:40,0.0,0.0,0.9953,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,C,132416549.0,33.61,20.0,2018-12-17,2018-12-18 15:37:38,0.0,0.0,1.0035,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,3.0,0.84,2.0,33.61,0.0,0.0,0.0,40.0,20.0,
B,C,128737846.0,33.88,20.0,2018-12-17,2018-12-18 15:38:28,0.0,0.0,0.9983,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,125415788.0,25.62,20.0,2018-12-17,2018-12-18 15:52:25,0.0,0.0,0.9953,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,C,132420070.0,42.0,20.0,2018-12-17,2018-12-18 16:05:32,0.0,0.0,1.0116,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,2.12,5.0,42.0,0.0,0.0,0.0,40.0,20.0,
B,C,132428469.0,33.6,20.0,2018-12-17,2018-12-18 17:05:22,0.0,0.0,1.0083,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,3.0,0.84,2.0,33.6,0.0,0.0,0.0,40.0,20.0,
B,C,125427126.0,25.62,20.0,2018-12-17,2018-12-18 17:59:19,0.0,0.0,1.0026,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,C,132448809.0,33.61,20.0,2018-12-17,2018-12-18 19:43:28,0.0,0.0,1.0091,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,3.0,0.84,2.0,33.61,0.0,0.0,0.0,40.0,20.0,
C,G,132455304.0,42.08,24.0,2018-12-17,2018-12-18 20:46:42,0.0,0.0,0.9746,2.0,1.0,-1.0,24.0,0.0,1.0,0.0,6.0,2.55,5.0,42.08,0.0,0.0,0.0,48.0,24.0,
B,C,125445465.0,25.62,20.0,2018-12-17,2018-12-18 22:35:15,0.0,0.0,1.0073,2.0,1.0,-1.0,20.0,0.0,1.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,C,132473647.0,33.61,20.0,2018-12-17,2018-12-19 01:01:12,0.0,0.0,0.9979,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,3.0,0.84,2.0,33.61,0.0,0.0,0.0,40.0,20.0,
B,C,125455732.0,25.62,20.0,2018-12-17,2018-12-19 03:37:34,0.0,0.0,0.9947,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,C,125458606.0,25.62,20.0,2018-12-17,2018-12-19 06:57:21,0.0,0.0,1.0070000000000001,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,B,125458834.0,25.62,20.0,2018-12-17,2018-12-19 06:58:17,0.0,0.0,1.016,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,C,125461323.0,25.62,20.0,2018-12-17,2018-12-19 07:59:16,0.0,0.0,1.0070000000000001,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,F,125462363.0,25.62,20.0,2018-12-17,2018-12-19 08:14:42,7.0,1.0,0.978,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,B,125462461.0,25.62,20.0,2018-12-17,2018-12-19 08:19:33,0.0,0.0,1.0189,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,C,125463915.0,25.62,20.0,2018-12-17,2018-12-19 08:37:16,0.0,0.0,1.0076,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
A,C,132490703.0,19.46,16.0,2018-12-17,2018-12-19 08:58:12,0.0,0.0,1.0031,2.0,1.0,-2.0,16.0,0.0,2.0,0.0,3.0,0.39,2.0,19.46,0.0,0.0,0.0,32.0,16.0,
B,C,125467284.0,25.62,20.0,2018-12-17,2018-12-19 09:14:15,0.0,0.0,0.9951,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,D,125464472.0,25.62,20.0,2018-12-17,2018-12-19 09:16:25,0.0,0.0,0.995,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,C,125470451.0,25.62,20.0,2018-12-17,2018-12-19 09:45:18,0.0,0.0,1.0076,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,C,125471655.0,25.62,20.0,2018-12-17,2018-12-19 09:53:17,0.0,0.0,1.0070000000000001,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,C,125472589.0,25.62,20.0,2018-12-17,2018-12-19 10:02:37,0.0,0.0,1.0133,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,B,128812565.0,16.94,20.0,2018-12-17,2018-12-19 10:16:07,0.0,0.0,1.0101,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,3.0,0.29,1.0,16.94,0.0,0.0,0.0,40.0,20.0,
C,F,132508293.0,42.07,24.0,2018-12-17,2018-12-19 10:52:22,0.0,0.0,0.9744,2.0,1.0,-2.0,24.0,0.0,2.0,0.0,6.0,2.56,5.0,42.07,0.0,0.0,0.0,48.0,24.0,
B,C,125479408.0,25.62,20.0,2018-12-17,2018-12-19 10:59:18,0.0,0.0,1.0076,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,0.86,3.0,25.62,0.0,0.0,0.0,40.0,20.0,
B,B,132518663.0,33.61,20.0,2018-12-17,2018-12-19 12:00:39,0.0,0.0,1.0089,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,3.0,0.84,2.0,33.61,0.0,0.0,0.0,40.0,20.0,
B,B,132520428.0,33.61,20.0,2018-12-17,2018-12-19 12:13:16,0.0,0.0,1.0081,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,3.0,0.83,2.0,33.61,0.0,0.0,0.0,40.0,20.0,
B,C,132521283.0,42.01,20.0,2018-12-17,2018-12-19 12:19:18,0.0,0.0,1.0024,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,2.12,5.0,42.01,0.0,0.0,0.0,40.0,20.0,
C,C,132521238.0,33.66,24.0,2018-12-17,2018-12-19 12:19:27,1.0,1.0,1.013,2.0,1.0,-2.0,24.0,0.0,2.0,0.0,3.0,1.01,2.0,33.66,0.0,0.0,0.0,48.0,24.0,
B,C,132521393.0,46.2,20.0,2018-12-17,2018-12-19 12:19:27,0.0,0.0,0.9703,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,12.0,4.75,11.0,46.2,0.0,0.0,0.0,40.0,20.0,
B,C,128834888.0,33.88,20.0,2018-12-17,2018-12-19 13:01:15,0.0,0.0,1.0171,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,6.0,1.42,4.0,33.88,0.0,0.0,0.0,40.0,20.0,
B,C,132533284.0,33.61,20.0,2018-12-17,2018-12-19 13:40:17,0.0,0.0,1.0116,2.0,1.0,-2.0,20.0,0.0,2.0,0.0,3.0,0.84,2.0,33.61,0.0,0.0,0.0,40.0,20.0,
