CreditCode,DebtdealId,ListingId,OwingNumber,PriceforSale,PriceforSaleRate
AA,139956826,135783601,6,50.15,9.5
AA,139956825,135466892,6,50.19,9.5
AA,139956824,134962145,6,50.24,9.5
AA,139956823,134961730,6,50.23,9.5
AA,139956822,134944914,6,50.24,9.5
AA,139956821,134919901,6,50.24,9.5
AA,139956820,134531186,6,50.24,9.5
AA,139956819,133964989,6,50.33,9.5
AA,139956818,133942088,6,50.32,9.5
AA,139956817,133925680,6,50.32,9.5
AA,139956869,131345450,11,46.24,10.5
AA,139956868,131342200,11,46.24,10.5
AA,139956867,130221773,11,46.35,10.5
AA,139956866,130221601,11,46.35,10.5
AA,139956865,130095935,11,46.36,10.5
AA,139956864,130095817,11,46.36,10.5
AA,139956863,130052316,11,46.37,10.5
AA,139956862,130051021,11,46.37,10.5
AA,139956861,129818805,11,46.4,10.5
AA,139956860,128311809,10,42.15,10.5
AA,139956859,128268414,10,42.15,10.5
AA,139956858,128255819,10,42.15,10.5
AA,139956857,127808318,10,42.21,10.5
AA,139956856,126536107,21,44.33,12.0
AA,139956855,126480648,22,46.68,12.0
AA,139956854,126337054,10,42.4,11.0
AA,139956853,126336871,10,42.4,11.0
AA,139956852,126336490,16,45.22,11.0
AA,139956851,126202882,22,46.72,12.0
AA,139956850,123766597,15,42.45,11.0
AA,139956849,123763661,15,42.45,11.0
AA,139957017,132111842,5,41.94,10.0
AA,139957645,128640614,4,33.68,10.5
AA,139957644,128639723,4,33.68,10.5
AA,139957643,128636412,4,33.68,10.5
AA,139957638,128455735,4,33.7,10.5
AA,139957897,128666550,4,33.68,10.5
AA,139957896,128666501,4,33.68,10.5
AA,139957884,116743657,7,29.9,10.5
AA,139957883,116738795,7,29.91,10.5
AA,139958123,116917830,4,22.75,10.0
AA,139958122,116856865,4,22.75,10.0
AA,139958121,116853196,4,22.75,10.0
AA,139958120,116846094,4,22.75,10.0
AA,139958119,116812018,4,22.75,10.0
AA,139962987,116960888,2,17.02,9.0
AA,139962986,116959551,5,28.45,10.0
AA,139962985,116959485,2,17.04,9.0
AA,139962984,116958854,2,17.01,9.0
AA,139962983,116958818,2,17.01,9.0
AA,139962982,116958000,2,17.0,9.0
AA,139962981,116957948,2,17.03,9.0
AA,139963002,116989854,2,17.03,9.0
AA,139963058,117024732,2,17.03,9.0
AA,139963054,117023130,2,17.03,9.0
AA,139963330,135611368,12,50.18,10.0
AA,139963329,135607623,6,50.17,9.5
AA,139963343,135186218,6,50.21,9.5
AA,139963336,135182990,12,50.23,10.0
AA,139963771,130213249,11,46.35,10.5
AA,139963770,130212589,11,46.35,10.5
AA,139963811,135193265,11,45.83,10.0
AA,139963893,129788874,10,42.0,10.5
AA,139963892,129778303,10,42.0,10.5
AA,139963891,129770711,10,42.0,10.5
AA,139963890,129745664,10,42.0,10.5
AA,139963889,129733738,10,42.01,10.5
AA,139963888,129636990,10,42.01,10.5
AA,139963887,129556083,10,42.03,10.5
AA,139963886,129435123,10,42.04,10.5
AA,139963885,129273615,10,42.06,10.5
AA,139963884,129265245,10,42.06,10.5
AA,139963883,129249532,10,42.05,10.5
AA,139963882,129177361,10,42.06,10.5
AA,139963881,129117559,10,42.06,10.5
AA,139964226,118248324,8,34.14,10.0
AA,139964225,118243452,8,34.14,10.0
AA,139964224,118233938,8,34.14,10.0
AA,139964223,118231287,8,34.14,10.0
AA,139964222,118230000,8,34.15,10.0
AA,139964220,118173563,8,34.12,10.0
AA,139964287,136243776,6,50.09,9.0
AA,139964417,124267745,6,33.81,10.5
AA,139964406,122953541,6,34.04,10.5
AA,139964398,122475269,6,34.03,10.5
AA,139964523,122355422,6,34.03,10.5
AA,139964519,122058329,6,34.02,10.5
AA,139964517,121991235,6,34.04,10.5
AA,139964516,121990854,6,34.04,10.5
AA,139964514,121912145,6,33.99,10.5
AA,139964773,126628945,4,33.87,10.5
AA,139964985,126580712,4,33.87,10.5
AA,139964984,126572812,4,33.86,10.5
AA,139964983,126546757,4,33.87,10.5
AA,139964982,126543801,4,33.87,10.5
AA,139964981,126543479,4,33.88,10.5
AA,139964980,126543288,4,33.87,10.5
AA,139964978,126541638,4,33.86,10.5
AA,139964977,126493300,4,33.86,10.5
AA,139964976,126485564,4,33.88,10.5
AA,139964975,126484789,4,33.88,10.5
AA,139964974,126473878,4,33.88,10.5
AA,139965109,129957960,4,33.59,10.5
AA,139965108,129774732,4,33.6,10.5
AA,139965104,128948062,4,33.66,10.5
AA,139965099,126850460,4,33.84,10.5
AA,139965086,126542010,4,33.87,10.5
AA,139965227,128104444,4,33.74,10.5
AA,139965226,128060164,4,33.74,10.5
AA,139965310,135224301,4,33.18,9.5
AA,139965424,118338602,5,28.43,10.0
AA,139965423,118324954,5,28.44,10.0
AA,139965422,118318872,5,28.46,10.0
AA,139965421,118317176,5,28.45,10.0
AA,139965420,118260758,5,28.45,10.0
AA,139965418,118226625,5,28.45,10.0
AA,139965417,118190974,5,28.44,10.0
AA,139965416,118125819,5,28.44,10.0
AA,139965415,117927523,5,28.44,10.0
AA,139965414,117917370,5,28.45,10.0
AA,139965413,117863334,5,28.45,10.0
AA,139965412,117831736,5,28.45,10.0
AA,139965411,117643735,5,28.44,10.0
AA,139965562,117568452,5,28.45,10.0
AA,139965560,117528898,5,28.45,10.0
AA,139965559,117450620,5,28.45,10.0
AA,139965558,117400843,5,28.45,10.0
AA,139965557,117298778,5,28.45,10.0
AA,139965554,117243970,5,28.45,10.0
AA,139965553,117243443,5,28.45,10.0
AA,139965552,117227630,5,28.45,10.0
AA,139965551,117227374,5,28.45,10.0
AA,139965550,117226983,5,28.45,10.0
AA,139965549,117171223,5,28.44,10.0
AA,139965548,117050458,5,28.45,10.0
AA,139965747,118849472,5,28.45,10.0
AA,139965746,118379303,5,28.45,10.0
AA,139965745,118359643,5,28.44,10.0
AA,139965742,118320465,5,28.43,10.0
AA,139965741,118306046,5,28.45,10.0
AA,139966015,118280114,5,28.45,10.0
AA,139966012,117923161,5,28.45,10.0
AA,139966005,117675691,5,28.44,10.0
AA,139966129,118206313,5,28.45,10.0
AA,139966256,118312579,5,28.45,10.0
AA,139966254,118289919,5,28.45,10.0
AA,139966252,118185569,5,28.45,10.0
AA,139966251,118146656,5,28.45,10.0
AA,139966250,118139222,5,28.43,10.0
AA,139966249,118123867,5,28.45,10.0
AA,139966248,117845334,5,28.45,10.0
AA,139966247,117842223,5,28.45,10.0
AA,139966246,117745768,5,28.45,10.0
AA,139966245,117743288,5,28.45,10.0
AA,139966244,117600766,5,28.45,10.0
AA,139966243,117553643,5,28.45,10.0
AA,139966242,117539606,5,28.45,10.0
AA,139966241,117497295,5,28.45,10.0
AA,139966240,117421685,5,28.43,10.0
AA,139966239,117404409,5,28.45,10.0
AA,139966399,117447998,5,28.45,10.0
AA,139966398,117405080,5,28.45,10.0
AA,139966396,117265816,5,28.45,10.0
AA,139966395,117235731,5,28.45,10.0
AA,139966394,117216772,5,28.45,10.0
AA,139966393,117206176,5,28.43,10.0
AA,139966392,117073310,5,28.45,10.0
AA,139966449,118837480,5,28.45,10.0
AA,139966527,117873254,5,28.45,10.0
AA,139966526,117860416,5,28.45,10.0
AA,139966525,117778071,5,28.45,10.0
AA,139966524,117775869,5,28.45,10.0
AA,139966523,117692286,5,28.45,10.0
AA,139966522,117624838,5,28.45,10.0
AA,139966521,117612954,5,28.46,10.0
AA,139966634,118900780,5,28.45,10.0
AA,139966632,118888563,5,28.45,10.0
AA,139966630,118815983,5,28.45,10.0
AA,139966629,118784623,5,28.45,10.0
AA,139966628,118420013,5,28.46,10.0
AA,139966626,118396251,5,28.45,10.0
AA,139966625,118389445,5,28.45,10.0
AA,139966623,118257392,5,28.45,10.0
AA,139966622,118246303,5,28.45,10.0
AA,139966743,118077928,5,28.44,10.0
AA,139967071,117899046,5,28.45,10.0
AA,139967070,117872170,5,28.45,10.0
AA,139967216,118875280,5,28.45,10.0
AA,139967203,117909322,5,28.45,10.0
AA,139967202,117900860,5,28.45,10.0
AA,139967200,117876245,5,28.45,10.0
AA,139967198,117692681,5,28.45,10.0
AA,139967197,117654860,5,28.45,10.0
AA,139967236,118216739,5,28.43,10.0
AA,139967235,117739657,5,28.45,10.0
AA,139967234,117738329,5,28.43,10.0
AA,139967233,117737521,5,28.45,10.0
AA,139967232,117642914,5,28.45,10.0
AA,139967231,117582933,5,28.44,10.0
AA,139967230,117560724,5,28.44,10.0
AA,139967229,117483878,5,28.45,10.0
AA,139967228,117463589,5,28.45,10.0
AA,139967226,117336573,5,28.45,10.0
AA,139967225,117313745,5,28.45,10.0
AA,139967223,117263579,5,28.45,10.0
AA,139967222,117181772,5,28.45,10.0
AA,139967221,117163830,5,28.43,10.0
AA,139967515,126026269,3,25.33,10.5
AA,139967905,119093581,4,22.59,10.0
AA,139967904,119043694,4,22.66,10.0
AA,139967903,119024641,4,22.66,10.0
AA,139967900,118276850,4,22.66,10.0
AA,139967899,118252426,4,22.67,10.0
AA,139967898,118233662,4,22.67,10.0
AA,139967897,118107818,4,22.67,10.0
AA,139967896,117934393,4,22.67,10.0
AA,139967892,117680001,4,22.67,10.0
AA,139967891,117677277,4,22.67,10.0
AA,139967890,117560199,4,22.67,10.0
AA,139967889,117483055,4,22.67,10.0
AA,139967888,117461029,4,22.67,10.0
AA,139967931,118786068,4,22.66,10.0
AA,139968021,122583391,2,16.96,10.5
AA,139968175,120042618,2,17.01,9.5
AA,139968330,119012832,2,17.03,9.0
AA,139968329,119003120,2,17.03,9.0
AA,139968328,118897651,2,17.02,9.0
AA,139968544,119141524,2,17.02,9.0
AA,139968543,119049905,2,17.03,9.0
AA,139968542,119034354,2,17.02,9.0
AA,139968541,119028673,2,17.03,9.0
AA,139968540,119012710,2,17.03,9.0
AA,139968539,119008797,2,17.03,9.0
AA,139968538,118834401,2,17.03,9.0
AA,139968537,118776503,2,17.03,9.0
AA,139968536,118766198,2,17.03,9.0
AA,139968535,117756105,2,17.01,9.0
AA,139968534,117531799,2,17.03,9.0
AA,139968533,117425143,2,17.03,9.0
AA,139968532,117399462,2,17.03,9.0
AA,139968531,117385705,2,17.01,9.0
AA,139968530,117383016,2,17.03,9.0
AA,139968529,117380448,2,17.03,9.0
AA,139968528,117378037,2,17.03,9.0
AA,139968527,117305355,2,17.03,9.0
AA,139968526,117286020,2,17.03,9.0
AA,139968525,117281155,2,17.01,9.0
AA,139968634,119148529,2,16.97,9.0
AA,139968633,118883330,2,17.03,9.0
AA,139968632,118879124,2,17.03,9.0
AA,139968631,117432756,2,17.03,9.0
AA,139968887,117275673,2,17.04,9.0
AA,139968882,117200045,2,17.02,9.0
AA,139968875,117037327,2,17.03,9.0
AA,139968925,117389892,2,17.02,9.0
AA,139968918,117233151,2,17.02,9.0
AA,139969071,109188092,2,114.54,10.5
AA,139970162,127394646,4,33.8,10.5
AA,139970159,127394191,4,33.8,10.5
AA,139972374,112421748,3,68.69,11.0
AA,139972370,111466891,3,68.72,11.0
AA,139972369,111818012,3,68.72,11.0
AA,139972367,111206676,3,68.65,10.5
AA,139972428,127226866,4,27.05,10.5
AA,139972427,127226865,4,94.69,10.5
AA,139972426,126590010,3,101.15,10.5
AA,139972425,126575421,4,135.51,10.5
AA,139972424,126559762,3,101.2,10.5
AA,139972423,126559758,4,135.51,10.5
AA,139972422,126559736,4,135.51,10.5
AA,139972421,126559603,4,135.51,10.5
AA,139972420,126559494,4,135.51,10.5
AA,139972419,126559420,3,10.13,10.5
AA,139972418,126559297,4,135.51,10.5
AA,139972417,126559253,4,135.51,10.5
AA,139972416,126359632,4,135.51,10.5
AA,139972415,126359239,4,135.51,10.5
AA,139972414,116713863,7,119.6,10.5
AA,139972413,116707483,7,119.59,10.5
AA,139972412,116651761,4,91.24,11.0
AA,139972411,116637259,1,34.22,11.0
AA,139972410,116624069,4,91.27,11.0
AA,139972409,116478358,13,148.32,11.0
AA,139972408,115650855,1,34.3,11.0
AA,139972407,115218188,13,148.69,11.0
AA,139972406,114928531,4,91.55,11.0
AA,139972405,114457113,4,91.63,11.0
AA,139974844,122910909,3,25.51,10.5
AA,139974842,122892783,6,34.01,10.5
AA,139974841,122883006,6,34.01,10.5
AA,139974840,122793767,6,34.01,10.5
AA,139974839,122793299,2,16.95,10.5
AA,139974837,122786173,3,25.53,10.5
AA,139974835,122783519,2,16.95,10.5
AA,139974959,123436738,3,25.51,10.5
AA,139975162,116835220,4,22.71,10.0
AA,139975161,116833793,4,22.71,10.0
AA,139975160,113298360,3,17.16,11.0
AA,139975159,113284916,3,17.14,11.0
AA,139975246,117704989,5,28.39,10.0
AA,139975245,117609223,5,28.38,10.0
AA,139975243,116626409,4,22.82,11.0
AA,139975241,116590408,4,22.81,11.0
AA,139975238,116540557,4,22.81,11.0
AA,139975237,116523485,4,22.81,11.0
AA,139975235,116465559,4,22.81,11.0
AA,139975234,116462695,4,22.82,11.0
AA,139975233,116461818,4,22.81,11.0
AA,139975231,116431875,4,22.81,11.0
AA,139975227,106180607,2,11.5,10.0
AA,139975226,106176107,2,11.5,10.0
AA,139976075,128690232,4,33.69,10.5
AA,139976066,125359860,3,25.37,10.5
AA,139979118,98673308,3,12.99,9.5
AA,139979116,98611400,3,13.0,9.5
AA,139979114,98598971,3,12.99,9.5
AA,139979112,98574671,3,12.99,9.5
AA,139979111,98573317,3,12.99,9.5
AA,139979108,97775741,3,13.01,9.5
AA,139979107,97772694,3,13.02,9.5
AA,139979106,97745103,3,13.01,9.5
AA,139979105,97391398,3,13.02,9.5
AA,139979101,97257960,3,13.03,9.5
AA,139979100,97193444,3,13.02,9.5
AA,139979099,97192661,3,13.03,9.5
AA,139979098,97191398,3,13.02,9.5
AA,139979096,97187313,3,13.02,9.5
AA,139984204,125993377,3,50.66,10.5
AA,139984196,125992755,3,50.66,10.5
AA,139984190,125991888,3,50.66,10.5
AA,139985237,128328023,4,202.32,10.5
AA,139985236,128323651,4,202.32,10.5
AA,139985235,128321269,4,202.32,10.5
AA,139985234,128300572,4,202.32,10.5
AA,139985232,126581668,4,203.26,10.5
AA,139985230,124471245,3,152.53,10.5
AA,139985229,110917282,3,103.12,10.5
AA,139985359,128779730,4,33.67,10.5
AA,139985358,128779655,4,33.67,10.5
AA,139985357,128779638,4,33.67,10.5
AA,139985356,128779586,4,33.67,10.5
AA,139985355,128779425,4,33.68,10.5
AA,139985354,128779415,4,33.67,10.5
AA,139985385,128781363,4,33.67,10.5
AA,139985384,128781139,4,33.67,10.5
AA,139985383,128781032,10,42.08,10.5
AA,139985382,128780744,4,33.67,10.5
AA,139985381,128780628,4,33.67,10.5
AA,139985380,128780621,4,33.67,10.5
AA,139985379,128780489,4,33.67,10.5
AA,139985377,128780481,4,33.68,10.5
AA,139985547,128786029,4,33.67,10.5
AA,139985587,128787973,10,42.09,10.5
AA,139985796,128796077,4,33.67,10.5
AA,139985794,128796036,10,42.09,10.5
AA,139985789,128795904,10,42.09,10.5
AA,139987755,136478224,6,50.08,9.0
AA,139987754,136422000,6,50.09,9.0
AA,139989515,130231490,5,42.13,10.5
AA,139989514,130230466,5,42.13,10.5
AA,139989513,130229062,5,42.12,10.5
AA,139989512,130223977,5,42.13,10.5
AA,139989511,130126779,5,42.14,10.5
AA,139989510,130124276,5,42.14,10.5
AA,139989508,130065490,5,42.17,10.5
AA,139989559,134038644,5,41.76,9.5
AA,139989557,133966423,5,41.77,9.5
AA,139990910,109470111,2,11.44,10.5
AA,139990909,109462396,2,11.45,10.5
AA,139990908,109459282,2,11.44,10.5
AA,139990907,109458287,2,11.44,10.5
AA,139990906,109456274,2,11.44,10.5
AA,139990905,109455793,2,11.44,10.5
AA,139990904,109449472,2,11.45,10.5
AA,139990903,109448170,2,11.45,10.5
AA,139990902,109328837,2,11.45,10.5
AA,139990901,109326903,2,11.44,10.5
AA,139990900,109310513,2,22.89,10.5
AA,139990899,109275552,2,11.45,10.5
AA,139990898,109269418,2,11.45,10.5
AA,139990897,109226792,2,11.44,10.5
AA,139990896,109212322,2,11.44,10.5
AA,139990895,109200617,2,11.45,10.5
AA,139990894,109118883,2,11.44,10.5
AA,139990893,109116612,2,11.45,10.5
AA,139990892,109087669,2,11.44,10.5
AA,139990891,108991799,2,11.44,10.5
AA,139990890,108979562,2,11.45,10.5
AA,139990889,108971311,2,11.44,10.5
AA,139990888,108177574,2,22.9,10.5
AA,139994609,136458776,6,50.08,9.0
AA,140064983,116191591,4,45.64,12.0
AA,140068722,116123772,4,45.7,11.0
AA,140074256,123288377,8,33.87,11.0
AA,140074252,121767585,8,33.99,11.0
AA,140074247,121605158,8,34.01,10.5
AA,140074239,121599491,8,34.03,11.0
AA,140182032,127176822,4,67.67,10.5
AA,140182652,113283292,3,19.59,22.0
AA,140184447,118849777,2,339.84,9.0
AA,140184446,111167776,6,80.22,9.5
AA,140184445,99338944,3,566.76,9.5
AA,140184444,99135293,3,373.35,9.5
AA,140184565,110878255,3,17.15,10.5
AA,140185295,129525050,4,59.18,10.5
AA,140185284,129379227,4,59.22,10.5
AA,140185281,128701326,4,59.3,10.5
AA,140185476,100519546,3,12.99,10.5
AA,140185475,100463523,3,12.99,10.5
AA,140185474,100389486,3,12.99,10.5
AA,140185473,100383924,3,12.99,10.5
AA,140185472,100342581,3,12.99,10.5
AA,140185471,100233928,3,13.0,10.5
AA,140185470,100183153,3,13.0,10.5
AA,140185469,100043358,3,13.01,10.5
AA,140185468,99894026,3,13.02,10.5
AA,140185467,99830822,3,13.02,10.5
AA,140185466,99709631,3,13.02,10.5
AA,140185465,99662564,3,13.02,10.5
AA,140185464,99630549,3,13.02,10.5
AA,140186729,102233611,10,173.0,10.0
AA,140187171,129535851,10,168.14,10.5
AA,140187170,129514799,10,141.24,10.5
AA,140187167,129449072,10,168.19,10.5
AA,140187166,129425113,10,168.14,10.5
AA,140187164,129377639,10,168.19,10.5
AA,140187163,129372918,10,168.25,10.5
AA,140187162,129367523,10,168.19,10.5
AA,140187161,129284576,10,168.24,10.5
AA,140187159,129097836,10,168.33,10.5
AA,140187155,128902889,9,150.83,10.5
AA,140187153,128851706,10,168.43,10.5
AA,140187150,124109704,9,152.67,10.5
AA,140187149,124107196,9,152.49,10.5
AA,140187148,124063561,9,24.41,10.5
AA,140187146,124015092,9,152.92,11.0
AA,140187145,123944685,9,152.82,11.0
AA,140187296,136545007,6,501.0,9.0
AA,140187644,114999851,4,91.49,11.0
AA,140187643,114975767,4,91.49,11.0
AA,140187638,114918106,4,91.49,11.0
AA,140188172,107317553,2,45.78,9.0
AA,140188219,108985273,2,45.85,10.5
AA,140188218,108883187,2,45.83,10.5
AA,140188217,108790978,3,68.99,10.5
AA,140188216,108769602,2,45.87,10.5
AA,140188215,108724867,2,45.85,10.5
AA,140188214,108720540,2,45.84,10.5
AA,140188213,108597835,2,45.87,10.5
AA,140188212,108583956,2,45.88,10.5
AA,140188211,108523921,2,45.83,10.5
AA,140188210,108514111,2,45.88,10.5
AA,140188209,108512869,2,45.89,10.5
AA,140188208,108490844,2,45.84,10.5
AA,140188207,108272581,2,45.9,10.5
AA,140188206,108271104,2,45.9,10.5
AA,140188205,108225716,2,45.88,10.5
AA,140188204,108216927,2,45.89,10.5
AA,140188203,108195999,2,84.21,10.5
AA,140188202,108093348,2,45.92,10.5
AA,140188536,113044963,3,57.64,11.0
AA,140188843,115649610,1,34.31,11.0
AA,140188837,115644370,1,34.31,11.0
AA,140189279,135893540,6,501.71,9.5
AA,140189736,117633654,5,113.6,10.0
AA,140189806,117761152,5,113.58,10.0
AA,140189870,119055160,5,113.8,10.0
AA,140189869,119036537,4,90.68,10.0
AA,140189868,119018631,5,113.76,10.0
AA,140189867,119018615,5,113.57,10.0
AA,140189866,119007258,5,113.6,10.0
AA,140189865,118905473,5,113.79,10.0
AA,140189864,118897576,5,113.73,10.0
AA,140189863,118882233,5,113.48,10.0
AA,140189862,118881546,5,17.08,10.0
AA,140189860,118876264,1,34.02,10.0
AA,140189858,118868801,2,68.19,10.0
AA,140189844,118829756,2,68.31,10.0
AA,140189995,121078704,2,68.09,10.5
AA,140189985,120965655,5,113.5,10.5
AA,140189981,120892520,5,113.53,10.5
AA,140190108,123278338,6,135.86,10.5
AA,140190107,123266993,6,135.7,10.5
AA,140190106,123231335,3,101.9,10.5
AA,140190105,123230175,6,135.86,10.5
AA,140190104,123225820,3,102.07,10.5
AA,140190103,123185912,6,135.86,10.5
AA,140190102,123179079,6,135.86,10.5
AA,140190101,123178680,6,135.78,10.5
AA,140190100,123160923,6,135.67,10.5
AA,140190099,123158352,6,135.86,10.5
AA,140190098,123124474,6,135.85,10.5
AA,140190097,123114226,3,74.8,10.5
AA,140190096,123106533,6,135.86,10.5
AA,140190095,123100456,6,136.17,10.5
AA,140190094,123032026,6,136.09,10.5
AA,140190087,122784506,6,136.14,10.5
AA,140190138,123564226,3,101.9,10.5
AA,140190137,123560566,3,101.9,10.5
AA,140190136,123552833,6,135.46,10.5
AA,140190223,124000068,6,135.62,10.5
AA,140190221,123980060,6,135.58,10.5
AA,140190210,123851943,3,101.84,10.5
AA,140190403,124850629,6,135.42,10.5
AA,140190397,124734447,6,135.26,10.5
AA,140190444,126315231,4,135.63,10.5
AA,140190518,127248964,4,135.31,10.5
AA,140190517,127248954,4,135.31,10.5
AA,140190516,127248715,4,135.31,10.5
AA,140190515,127247397,4,112.31,10.5
AA,140190513,127225713,4,135.31,10.5
AA,140190501,127091767,4,135.35,10.5
AA,140190495,127053453,4,135.39,10.5
AA,140190749,127469842,4,135.23,10.5
AA,140190747,127464128,4,135.23,10.5
AA,140190745,127455768,4,135.23,10.5
AA,140190818,127653652,4,135.16,10.5
AA,140190817,127653303,4,135.16,10.5
AA,140190816,127652249,4,135.19,10.5
AA,140190815,127647391,4,135.19,10.5
AA,140190814,127645701,4,135.16,10.5
AA,140190813,127644556,4,135.16,10.5
AA,140190812,127643538,4,41.22,10.5
AA,140190811,127643289,4,135.16,10.5
AA,140190810,127643234,4,135.16,10.5
AA,140190809,127642031,4,135.16,10.5
AA,140190808,127641403,4,135.2,10.5
AA,140190807,127638769,4,121.68,10.5
AA,140190806,127631758,4,135.04,10.5
AA,140190802,127614493,4,67.57,10.5
AA,140190801,127611269,4,135.16,10.5
AA,140191223,123355894,3,44.88,10.5
AA,140191213,123280177,3,44.88,10.5
AA,140191203,122870512,3,44.88,10.5
AA,140191257,129634845,9,43.66,10.5
AA,140191387,129571130,4,39.0,10.5
AA,140193275,119276252,1,85.0,10.0
AA,140193274,119033771,1,85.04,10.0
AA,140193273,118867316,1,85.07,10.0
AA,140193272,118850662,1,85.06,10.0
AA,140193270,118841204,1,85.07,10.0
AA,140193263,118252072,1,85.07,10.0
AA,140193413,136779842,6,50.07,9.0
AA,140193411,136629140,6,50.08,9.0
AA,140193400,136001875,6,50.13,9.0
AA,140193435,136076780,6,50.14,9.5
AA,140193432,136043575,6,50.14,9.5
AA,140193581,128580239,4,33.71,10.5
AA,140193668,124239189,3,25.4,10.5
AA,140193654,121420327,2,16.99,10.5
AA,140193876,121886708,2,16.98,10.5
AA,140194179,125944156,3,25.34,10.5
AA,140194228,118459442,1,19.06,10.0
AA,140194366,109842107,3,344.15,10.5
AA,140194364,109816467,3,344.16,10.5
AA,140195410,135142464,12,100.49,10.0
AA,140195543,135160791,12,100.49,10.0
AA,140195542,135160790,12,100.49,10.0
AA,140195541,135159974,12,100.49,10.0
AA,140195540,135157912,12,100.49,10.0
AA,140195539,135157829,12,100.49,10.0
AA,140195538,135144889,12,100.49,10.0
AA,140195537,135144838,12,100.49,10.0
AA,140195536,135144691,12,100.5,10.0
AA,140195535,135143921,12,100.5,10.0
AA,140195534,135143707,12,100.49,10.0
AA,140195533,135143692,12,100.49,10.0
AA,140195532,135143663,12,100.5,10.0
AA,140195531,135129270,12,100.49,10.0
AA,140195530,135129267,12,100.49,10.0
AA,140195529,135129222,12,100.49,10.0
AA,140195528,135128592,12,100.49,10.0
AA,140195527,135128211,12,100.49,10.0
AA,140195526,135127672,12,100.49,10.0
AA,140195576,135613436,12,100.38,10.0
AA,140195575,135493172,12,100.38,10.0
AA,140195574,135161949,12,100.49,10.0
AA,140195573,135161818,12,100.49,10.0
AA,140195572,135161291,12,100.5,10.0
AA,140195571,135161250,12,100.49,10.0
AA,140195570,135160554,12,100.49,10.0
AA,140195569,135147716,12,100.49,10.0
AA,140195568,135146132,12,100.49,10.0
AA,140195567,135145834,12,100.49,10.0
AA,140195566,135144668,12,100.49,10.0
AA,140195565,135143619,12,100.49,10.0
AA,140195716,136366948,12,100.25,10.0
AA,140195714,136355355,12,100.24,10.0
AA,140195708,135172595,12,100.49,10.0
AA,140195773,135184014,12,100.49,10.0
AA,140195772,135182268,12,100.49,10.0
AA,140195771,135150510,12,100.49,10.0
AA,140195769,135149428,12,100.49,10.0
AA,140195768,135149135,12,100.49,10.0
AA,140195766,135142180,12,100.49,10.0
AA,140195765,135130894,12,100.49,10.0
AA,140195763,135130635,12,100.49,10.0
AA,140195761,135129628,12,100.49,10.0
AA,140195760,135126946,12,100.49,10.0
AA,140195759,135054815,12,100.51,10.0
AA,140195758,135054490,12,100.52,10.0
AA,140195984,135833053,12,100.36,10.0
AA,140195982,135713795,12,100.35,10.0
AA,140195967,135134040,12,100.49,10.0
AA,140195966,135133864,12,100.49,10.0
AA,140196197,136816548,12,100.16,10.0
AA,140196196,136813326,12,100.15,10.0
AA,140196195,136809224,12,100.15,10.0
AA,140196194,136802905,12,100.16,10.0
AA,140196193,136797322,12,100.15,10.0
AA,140196191,135917169,12,100.33,10.0
AA,140196190,135901127,12,100.35,10.0
AA,140196189,135898500,12,100.35,10.0
AA,140196427,137072394,12,100.11,10.0
AA,140196426,137062336,12,100.11,10.0
AA,140196425,137052730,12,100.1,10.0
AA,140196424,137034767,12,100.11,10.0
AA,140196423,135955040,12,100.32,10.0
AA,140196422,135955006,12,100.33,10.2
AA,140196421,135954687,12,100.33,10.0
AA,140196420,135948104,12,100.32,10.0
AA,140196419,135945974,12,100.33,10.0
AA,140196418,135461020,12,100.43,10.0
AA,140196417,135456604,12,100.43,10.0
AA,140196416,135157843,12,100.49,10.0
AA,140196415,135157530,12,100.49,10.0
AA,140196414,135157393,12,100.49,10.0
AA,140196413,135157350,12,100.49,10.0
AA,140196412,135140660,12,100.49,10.0
AA,140196411,135140444,12,100.5,10.0
AA,140196410,135140393,12,100.49,10.0
AA,140196409,135140278,12,100.49,10.0
AA,140196408,135140133,12,100.49,10.0
AA,140196405,135122860,12,100.5,10.0
AA,140196525,136008111,12,100.33,10.0
AA,140196524,135992909,12,100.32,10.0
AA,140196523,135978453,12,100.33,10.0
AA,140196522,135511515,12,100.4,10.0
AA,140196521,135509570,12,100.4,10.0
AA,140196520,135493930,12,100.41,10.0
AA,140196519,135159240,12,100.49,10.0
AA,140196518,135158779,12,100.49,10.0
AA,140196517,135158677,12,100.49,10.0
AA,140196516,135158548,12,100.49,10.0
AA,140196515,135158136,12,100.49,10.0
AA,140196514,135157957,12,100.49,10.0
AA,140196513,135141539,12,100.49,10.0
AA,140196512,135141331,12,100.49,10.0
AA,140196511,135141283,12,100.49,10.0
AA,140196510,135141167,12,100.49,10.0
AA,140196509,135141065,12,100.5,10.0
AA,140196508,135140860,12,100.49,10.0
AA,140196507,135140469,12,100.5,10.0
AA,140196506,135125920,12,100.5,10.0
AA,140196500,135103790,12,100.49,10.0
AA,140197086,123678311,9,76.37,10.5
AA,140197497,123540016,6,67.9,10.5
AA,140197496,123538576,6,67.91,10.5
AA,140197495,123537818,6,67.9,10.5
AA,140197493,123524356,6,67.92,10.5
AA,140197492,123523628,6,67.9,10.5
AA,140197490,122864617,6,67.8,10.5
AA,140197546,125078879,6,67.74,10.5
AA,140197532,123848090,6,67.89,10.5
