CreditCode,DebtdealId,ListingId,OwingNumber,PriceforSale,PriceforSaleRate
AA,140197772,127833372,4,67.53,10.5
AA,140197761,127217491,4,67.65,10.5
AA,140197931,128201601,4,67.47,10.5
AA,140198030,129736991,4,67.24,10.5
AA,140198029,129482959,4,67.28,10.5
AA,140198028,129279596,4,67.31,10.5
AA,140198027,129050168,4,67.34,10.5
AA,140198026,128973459,4,67.34,10.5
AA,140198025,128950649,4,67.34,10.5
AA,140198024,128934563,4,67.35,10.5
AA,140198023,128929047,4,67.34,10.5
AA,140198022,128818824,4,67.37,10.5
AA,140198103,129401329,4,67.28,10.5
AA,140198102,128416075,4,67.45,10.5
AA,140198101,128359045,4,67.45,10.5
AA,140198100,128357579,4,67.45,10.5
AA,140198099,128356998,4,67.45,10.5
AA,140198098,128340541,4,67.45,10.5
AA,140198097,128298793,4,67.45,10.5
AA,140198096,128156435,4,67.47,10.5
AA,140198095,128154241,4,67.49,10.5
AA,140198094,128056675,4,67.45,10.5
AA,140198093,127869929,4,67.47,10.5
AA,140198092,127598019,4,67.59,10.5
AA,140198091,127596463,4,67.56,10.5
AA,140198090,127596015,4,67.59,10.5
AA,140198086,127590709,4,67.59,10.5
AA,140198083,127587567,4,67.55,10.5
AA,140198081,127211694,4,67.67,10.5
AA,140198079,127134894,4,67.67,10.5
AA,140198353,117708318,5,56.93,10.0
AA,140198352,117638522,5,56.77,10.0
AA,140198351,117520576,5,56.84,10.0
AA,140198450,123776953,3,50.92,10.5
AA,140198447,123663848,3,50.94,10.5
AA,140198445,123636859,3,50.92,10.5
AA,140198444,123635487,3,50.94,10.5
AA,140198443,123632310,3,50.94,10.5
AA,140198441,123267844,3,50.94,10.5
AA,140198440,123259340,3,51.0,10.5
AA,140198559,123913072,3,50.92,10.5
AA,140198701,124360293,3,50.85,10.5
AA,140199057,126382328,3,50.63,10.5
AA,140199056,124631499,3,50.83,10.5
AA,140199055,124088967,3,50.91,10.5
AA,140199054,124087810,3,50.91,10.5
AA,140199053,124083991,3,50.92,10.5
AA,140199052,123860101,3,50.91,10.5
AA,140199051,123859240,3,50.92,10.5
AA,140199050,123859101,3,50.92,10.5
AA,140199049,123858381,3,50.94,10.5
AA,140199048,123857889,3,50.92,10.5
AA,140199047,123857526,3,50.94,10.5
AA,140199046,123856210,3,50.94,10.5
AA,140199045,123855966,3,50.94,10.5
AA,140199044,123855692,3,50.94,10.5
AA,140199043,123839373,3,50.91,10.5
AA,140199042,123746850,3,50.92,10.5
AA,140199040,123745034,3,50.94,10.5
AA,140199039,123744341,3,50.91,10.5
AA,140199038,123743914,3,50.94,10.5
AA,140199037,123565168,3,50.94,10.5
AA,140199036,123563971,3,50.92,10.5
AA,140199033,123558288,3,50.92,10.5
AA,140199087,125173097,3,50.76,10.5
AA,140199086,124982152,3,50.77,10.5
AA,140199084,124116560,3,50.85,10.5
AA,140199083,124106281,3,50.88,10.5
AA,140199077,123862020,3,50.91,10.5
AA,140199075,123861557,3,50.94,10.5
AA,140199069,123750950,3,50.94,10.5
AA,140199068,123750831,3,50.94,10.5
AA,140199142,123873368,3,50.94,10.5
AA,140199141,123873290,3,50.94,10.5
AA,140199139,123872316,3,50.95,10.5
AA,140199138,123872000,3,50.91,10.5
AA,140199137,123756264,3,50.91,10.5
AA,140199136,123756194,3,50.94,10.5
AA,140199134,123755204,3,50.94,10.5
AA,140199132,123753245,3,50.92,10.5
AA,140199128,123582255,3,50.92,10.5
AA,140199126,123117181,3,50.94,10.5
AA,140199575,129838485,11,464.18,10.5
AA,140199567,129829883,11,464.19,10.5
AA,140199560,129822492,11,464.19,10.5
AA,140199812,129839293,11,464.18,10.5
AA,140199920,110690644,3,34.35,10.5
AA,140199918,110616714,3,34.29,10.5
AA,140199913,110533084,3,34.32,10.5
AA,140199911,110529004,3,34.33,10.5
AA,140199910,110525425,3,34.43,10.5
AA,140199907,110500192,3,34.35,10.5
AA,140200302,129834248,11,464.19,10.5
AA,140200300,129832597,11,464.19,10.5
AA,140200299,129827808,11,464.19,10.5
AA,140200297,129824911,11,464.19,10.5
AA,140200295,129816743,11,464.18,10.5
AA,140200292,129814635,11,464.19,10.5
AA,140200289,129805259,11,464.19,10.5
AA,140200286,129788438,11,464.19,10.5
AA,140200284,129785942,11,464.19,10.5
AA,140200282,129749297,11,464.19,10.5
AA,140200280,129723340,11,464.19,10.5
AA,140200279,129716371,11,464.19,10.5
AA,140200381,1001266395,3,26.12,10.0
AA,140200366,129840837,11,464.18,10.5
AA,140200352,129832470,11,464.19,10.5
AA,140200510,99874279,3,25.92,9.5
AA,140200509,99871015,3,25.93,9.5
AA,140200508,99868927,3,25.92,9.5
AA,140200507,97505004,3,26.04,9.5
AA,140200506,97372170,3,26.04,9.5
AA,140200505,96159720,3,26.06,9.5
AA,140200747,108953836,2,22.86,10.5
AA,140200990,107413811,2,22.94,10.0
AA,140201360,107215770,2,22.96,10.0
AA,140201414,107443612,2,22.94,10.0
AA,140201413,107436890,2,22.94,10.0
AA,140201412,107429827,2,22.94,10.0
AA,140201411,107357909,2,22.96,10.0
AA,140201410,107339788,2,22.94,10.0
AA,140201409,107321693,2,22.94,10.0
AA,140201407,107308881,2,22.94,10.0
AA,140201406,107227078,2,22.95,10.0
AA,140201405,107226254,2,22.95,10.0
AA,140201404,107225925,2,22.95,10.0
AA,140201403,107224924,2,22.94,10.0
AA,140201402,107222223,2,22.95,10.0
AA,140201467,121413424,5,22.68,10.5
AA,140201466,107463694,2,22.94,10.0
AA,140201465,107455825,2,22.96,10.0
AA,140201464,107455570,2,22.95,10.0
AA,140201459,107453396,2,22.95,10.0
AA,140201453,107237730,2,22.95,10.0
AA,140201452,107237018,2,22.94,10.0
AA,140201438,107067263,2,22.94,10.0
AA,140201436,107063768,2,22.96,10.0
AA,140201526,1001230462,2,17.37,10.0
AA,140201517,124508381,3,21.35,10.5
AA,140201515,117072912,4,19.08,10.0
AA,140201512,116469705,1,17.12,11.0
AA,140201682,103806052,1,11.5,10.0
AA,140201676,102470559,1,11.53,10.0
AA,140201675,102470543,1,11.53,10.0
AA,140201668,102357072,1,11.53,10.0
AA,140201665,102276487,1,11.53,10.0
AA,140201664,102252694,1,11.53,10.0
AA,140201663,102250135,1,11.53,10.0
AA,140201781,109052270,2,11.44,10.5
AA,140201779,109026531,2,11.45,10.5
AA,140201778,109014841,2,11.45,10.5
AA,140201776,108979810,2,11.45,10.5
AA,140201775,108963208,2,11.45,10.5
AA,140201774,108887201,2,11.45,10.5
AA,140201773,108877114,2,11.45,10.5
AA,140201772,108785288,2,11.45,10.5
AA,140201771,108774810,2,11.44,10.5
AA,140201768,108504795,2,11.45,10.5
AA,140201767,108488398,2,11.45,10.5
AA,140201859,109470783,2,11.46,10.5
AA,140201858,109468394,2,11.45,10.5
AA,140201857,109304017,2,11.45,10.5
AA,140201856,109300492,2,11.45,10.5
AA,140201855,109292708,2,11.46,10.5
AA,140201854,109291349,2,11.46,10.5
AA,140201853,109285502,2,11.46,10.5
AA,140201852,109283906,2,11.45,10.5
AA,140201851,109263476,2,11.45,10.5
AA,140201850,109260790,2,11.45,10.5
AA,140201849,109256542,2,11.45,10.5
AA,140201848,109242333,2,11.45,10.5
AA,140201847,109237516,2,11.45,10.5
AA,140201846,109236458,2,11.45,10.5
AA,140201845,109231584,2,11.45,10.5
AA,140201844,109226401,2,11.46,10.5
AA,140201843,109212863,2,11.45,10.5
AA,140201842,109203897,2,11.45,10.5
AA,140201841,109180162,2,11.46,10.5
AA,140201840,109078680,2,11.45,10.5
AA,140201839,109039004,2,11.46,10.5
AA,140201838,109008571,2,11.45,10.5
AA,140201837,109002950,2,11.45,10.5
AA,140201836,108985790,2,11.45,10.5
AA,140201835,108849445,2,11.45,10.5
AA,140202112,109477900,2,11.46,10.5
AA,140202111,109477805,2,45.81,10.5
AA,140202110,109477571,2,45.82,10.5
AA,140202109,109477331,2,45.82,10.5
AA,140202108,109475656,2,11.46,10.5
AA,140202107,109474694,2,11.46,10.5
AA,140202106,109474204,2,11.46,10.5
AA,140202105,109473922,2,45.82,10.5
AA,140202104,109471505,2,11.45,10.5
AA,140202103,109470731,2,45.82,10.5
AA,140202102,109465992,2,11.45,10.5
AA,140202101,109464547,2,11.46,10.5
AA,140202100,109452544,2,11.46,10.5
AA,140202099,109452520,2,11.45,10.5
AA,140202098,109449202,2,11.46,10.5
AA,140202097,109323998,2,11.45,10.5
AA,140202338,123490315,6,33.98,10.5
AA,140202336,123446600,6,33.97,10.5
AA,140202334,123355008,6,33.97,10.5
AA,140202333,123331674,8,33.85,11.0
AA,140202332,123298318,9,38.26,11.0
AA,140202326,123158016,8,33.84,11.0
AA,140202325,122878827,8,33.85,11.0
AA,140202322,122261442,6,33.98,10.5
AA,140203170,133180434,5,83.7,9.5
AA,140203169,133180433,5,83.7,9.5
AA,140203166,133179286,5,83.69,9.5
AA,140203165,133118380,5,83.71,9.5
AA,140203164,133118286,5,83.72,9.5
AA,140203163,133118276,5,83.72,9.5
AA,140203162,133118266,5,83.71,9.5
AA,140203161,133118235,5,83.72,9.5
AA,140203160,133118219,5,83.72,9.5
AA,140203159,133118191,5,83.72,9.5
AA,140203155,130216749,9,75.15,10.5
AA,140203246,135015218,6,49.24,9.5
AA,140203245,133181280,3,49.8,9.5
AA,140203366,127355601,4,33.81,10.5
AA,140203365,127162842,4,33.83,10.5
AA,140203364,127098634,4,33.84,10.5
AA,140203363,127096252,4,33.84,10.5
AA,140203362,127095691,4,33.84,10.5
AA,140203361,127094769,4,33.84,10.5
AA,140203360,127085423,4,33.84,10.5
AA,140203359,127079789,4,33.84,10.5
AA,140203358,127074730,4,33.84,10.5
AA,140203357,127073661,4,33.83,10.5
AA,140203356,127073496,4,33.83,10.5
AA,140203355,127073444,4,33.83,10.5
AA,140203343,100912848,10,28.85,9.5
AA,140203616,107894501,2,114.81,10.5
AA,140203615,107890849,2,114.81,10.5
AA,140203614,107887490,2,114.82,10.5
AA,140203612,107879130,2,114.81,10.5
AA,140203610,107866579,2,114.81,10.5
AA,140203608,107864693,2,114.78,10.5
AA,140203607,107862870,2,114.81,10.5
AA,140203606,107861643,2,114.75,10.5
AA,140203605,107857098,2,114.81,10.5
AA,140203604,107857023,2,114.74,10.5
AA,140203603,107854381,2,114.81,10.5
AA,140204702,108279360,2,92.28,10.5
AA,140204698,108277500,2,114.82,10.5
AA,140205081,133357607,5,82.01,9.5
AA,140205079,133268751,5,83.7,9.5
AA,140205072,129257160,4,67.32,10.5
AA,140205151,117764870,4,726.04,10.0
AA,140205150,117623213,4,816.57,10.0
AA,140205149,117329810,4,908.58,10.0
AA,140206192,122611280,2,16.96,10.5
AA,140206191,122607296,2,16.96,10.5
AA,140206190,122589838,2,16.96,10.5
AA,140206189,122519270,2,16.96,10.5
AA,140206188,122493412,2,16.97,10.5
AA,140206187,122409164,2,16.96,10.5
AA,140206186,122391235,2,16.96,10.5
AA,140206185,122385915,2,16.96,10.5
AA,140206184,122353648,2,16.96,10.5
AA,140206183,122331226,2,16.96,10.5
AA,140206182,122274676,2,16.96,10.5
AA,140206181,122260865,2,16.96,10.5
AA,140206180,122257821,2,16.96,10.5
AA,140206179,122186919,2,16.96,10.5
AA,140206387,135856062,12,50.18,10.0
AA,140206385,135843499,12,50.18,10.0
AA,140206384,135837560,6,50.17,9.5
AA,140206383,135827034,12,50.18,10.0
AA,140206382,135705752,10,41.45,10.0
AA,140206381,135704784,11,45.8,10.0
AA,140206526,135878755,4,33.14,9.5
AA,140206592,117539258,1,85.07,10.0
AA,140207168,129762142,4,33.61,10.5
AA,140207167,109826067,2,280.49,10.5
AA,140207166,109805510,2,91.59,10.5
AA,140207165,109762959,2,11.44,10.5
AA,140207164,109684451,2,457.71,10.5
AA,140207163,109626494,2,13.72,10.5
AA,140207527,126918904,4,203.13,10.5
AA,140207526,124543123,6,203.47,10.5
AA,140207525,110773591,3,103.25,10.5
AA,140207524,110658766,3,103.24,10.5
AA,140207523,110496274,3,103.33,10.5
AA,140207522,110489480,2,68.56,10.5
AA,140207521,109906603,3,103.34,10.5
AA,140207520,109588210,3,103.36,10.5
AA,140207518,109543244,3,103.24,10.5
AA,140207516,109377867,3,103.37,10.5
AA,140207511,108750675,2,68.74,10.5
AA,140207585,124078308,6,33.91,10.5
AA,140207580,109648458,3,103.36,10.5
AA,140209859,135553232,6,50.2,9.5
AA,140209857,135252648,6,50.22,9.5
AA,140212353,125974057,3,25.34,10.5
AA,140212344,125973598,3,25.34,10.5
AA,140213431,125988028,3,25.34,10.5
AA,140213426,125984670,3,25.34,10.5
AA,140214924,124882670,3,25.42,10.5
AA,140214923,124427485,6,33.82,10.5
AA,140214922,124243800,6,33.89,10.5
AA,140214921,124186399,3,25.44,10.5
AA,140216098,114913623,1,17.15,10.5
AA,140218276,112811198,3,68.67,11.0
AA,140218275,112796075,3,68.67,11.0
AA,140218274,112581614,3,68.67,11.0
AA,140218273,112382538,3,68.67,11.0
AA,140218272,112368298,3,68.66,11.0
AA,140218271,112304349,3,68.67,11.0
AA,140218641,123587031,3,25.49,10.5
AA,140218634,123434755,3,25.51,10.5
AA,140218841,130309834,9,150.31,10.5
AA,140218840,129820761,11,160.61,10.5
AA,140218839,129473814,10,168.2,10.5
AA,140218837,129419024,10,168.19,10.5
AA,140218835,123679713,9,152.8,10.5
AA,140218834,123655378,9,153.06,11.0
AA,140219245,130012715,4,134.37,10.5
AA,140219243,129311899,4,134.61,10.5
AA,140219242,129306265,4,134.61,10.5
AA,140219240,128772265,4,134.79,10.5
AA,140219239,128688909,4,134.8,10.5
AA,140219234,128263938,4,134.96,10.5
AA,140219233,128263124,4,134.96,10.5
AA,140219231,128208067,4,135.0,10.5
AA,140219230,128177905,4,135.0,10.5
AA,140219228,127772206,4,135.16,10.5
AA,140219227,127767081,4,135.16,10.5
AA,140219226,127755920,4,135.15,10.5
AA,140219224,127703471,4,135.16,10.5
AA,140219222,127703130,4,135.15,10.5
AA,140219221,127695537,4,135.16,10.5
AA,140219220,127681210,4,135.16,10.5
AA,140219219,127674396,4,135.16,10.5
AA,140219470,128221954,4,134.96,10.5
AA,140219469,127950872,4,135.07,10.5
AA,140219468,127318828,4,135.31,10.5
AA,140219783,121681333,5,113.3,10.5
AA,140219782,121655363,5,113.33,10.5
AA,140220092,117524009,4,90.83,10.0
AA,140220091,117363171,4,90.91,10.0
AA,140220090,117345519,4,90.93,10.0
AA,140220089,117220381,4,90.75,10.0
AA,140220088,117202617,4,90.96,10.0
AA,140220087,117193635,4,90.95,10.0
AA,140220086,117191241,4,90.93,10.0
AA,140220085,117183488,4,90.93,10.0
AA,140220084,117149228,4,90.75,10.0
AA,140220083,117147053,4,90.93,10.0
AA,140220082,117097132,4,90.85,10.0
AA,140220081,117074469,4,90.93,10.0
AA,140220080,117051462,4,90.93,10.0
AA,140220079,117019606,4,90.93,10.0
AA,140220078,116858649,4,90.93,10.0
AA,140220077,116858036,4,90.8,10.0
AA,140220076,116832307,4,91.03,10.0
AA,140220075,116825938,4,90.95,10.0
AA,140220300,110891954,3,68.67,10.5
AA,140220299,110886734,3,68.76,10.5
AA,140220298,110876704,3,68.73,10.5
AA,140220297,110872076,3,68.75,10.5
AA,140220296,110837343,3,68.63,10.5
AA,140220295,110837023,3,68.63,10.5
AA,140220294,110779682,3,68.72,10.5
AA,140220555,130176429,11,64.93,10.5
AA,140220554,127026888,4,66.34,10.5
AA,140220553,125678958,3,60.87,10.5
AA,140220552,124610276,6,63.05,10.5
AA,140220551,123619718,6,64.98,10.5
AA,140220550,122703253,2,66.15,10.5
AA,140220549,121431373,5,63.93,10.5
AA,140220548,121203456,2,61.62,10.5
AA,140220547,120132556,2,66.64,9.5
AA,140220546,119719054,2,68.07,9.0
AA,140220545,119672424,2,67.95,9.0
AA,140220544,119631255,2,67.98,9.0
AA,140220543,119587673,2,67.99,9.0
AA,140220542,119574696,2,67.97,9.0
AA,140220715,99631526,3,51.9,9.5
AA,140220714,99595341,3,51.91,9.5
AA,140220713,99532988,3,51.92,9.5
AA,140220712,99518398,3,51.91,9.5
AA,140220711,99404257,3,51.95,9.5
AA,140220710,99401834,3,51.94,9.5
AA,140220709,99400600,3,51.95,9.5
AA,140220708,99360406,3,51.94,9.5
AA,140220706,99273998,3,51.94,9.5
AA,140220703,99213050,3,51.94,9.5
AA,140220694,99089170,3,51.94,9.5
AA,140220824,108289048,2,45.91,10.5
AA,140220861,108316658,2,45.89,10.5
AA,140221078,108482111,2,45.9,10.5
AA,140221415,107389303,2,45.91,10.0
AA,140221411,107364359,2,45.91,10.0
AA,140221410,107361440,2,45.91,10.0
AA,140221613,117027923,1,34.02,9.0
AA,140221611,116956756,1,34.02,9.0
AA,140221610,116939506,1,34.02,9.0
AA,140221608,116909792,1,34.02,9.0
AA,140221607,116856825,1,34.01,9.0
AA,140221605,116850118,1,34.02,9.0
AA,140223367,118444139,4,22.69,10.0
AA,140223365,118416803,4,22.69,10.0
AA,140223364,118390562,4,22.69,10.0
AA,140223363,118359678,4,22.69,10.0
AA,140223362,118330501,4,22.69,10.0
AA,140223361,118305906,4,22.69,10.0
AA,140223359,118220285,4,22.69,10.0
AA,140223357,118145819,4,22.69,10.0
AA,140223917,127031143,4,67.69,10.5
AA,140223916,127030927,4,67.69,10.5
AA,140224152,97033543,3,13.03,9.5
AA,140224149,96861130,3,13.03,9.5
AA,140224148,96858160,3,13.04,9.5
AA,140224147,96854283,3,13.04,9.5
AA,140224146,96844337,3,13.03,9.5
AA,140224207,98594512,3,13.0,9.5
AA,140224206,98594453,3,13.0,9.5
AA,140224205,98594131,3,13.0,9.5
AA,140224204,98593997,3,13.01,9.5
AA,140224203,98593952,3,13.01,9.5
AA,140224202,98593541,3,13.0,9.5
AA,140224201,98592593,3,13.01,9.5
AA,140224200,98591930,3,13.0,9.5
AA,140224199,98591573,3,13.0,9.5
AA,140224198,98590771,3,13.0,9.5
AA,140224197,98590496,3,13.01,9.5
AA,140224196,98495600,3,12.99,9.5
AA,140224195,98080191,3,13.0,9.5
AA,140224194,98071313,3,13.0,9.5
AA,140224193,97490896,3,13.01,9.5
AA,140224192,97477886,3,13.02,9.5
AA,140224191,97469029,3,13.03,9.5
AA,140224189,97221872,3,13.01,9.5
AA,140224287,98600896,3,13.01,9.5
AA,140224286,98600728,3,13.0,9.5
AA,140224285,98600057,3,13.0,9.5
AA,140224284,98600020,3,13.0,9.5
AA,140224283,98599893,3,13.0,9.5
AA,140224282,98599785,3,13.0,9.5
AA,140224281,98545616,3,13.0,9.5
AA,140224280,97243683,3,13.03,9.5
AA,140224279,97243491,3,13.0,9.5
AA,140224278,97242470,3,13.01,9.5
AA,140224277,97242096,3,13.01,9.5
AA,140224276,97140477,3,13.03,9.5
AA,140224275,97136091,3,13.03,9.5
AA,140224534,106714429,2,11.49,10.0
AA,140224533,106667373,2,11.46,9.0
AA,140224527,105697993,2,11.51,10.0
AA,140226128,124624598,3,25.41,10.5
AA,140226127,124622885,3,25.41,10.5
AA,140226126,124622428,3,25.42,10.5
AA,140226125,124615534,3,25.41,10.5
AA,140226124,124614334,3,25.42,10.5
AA,140226123,124509296,3,25.41,10.5
AA,140226122,124498067,3,25.41,10.5
AA,140226121,124488064,3,25.41,10.5
AA,140226120,124430799,3,25.41,10.5
AA,140227449,135806904,6,100.34,9.5
AA,140227442,134375047,6,100.62,9.5
AA,140470594,122118597,5,169.76,10.5
AA,140470593,122113021,2,101.89,10.5
AA,140470592,122110496,2,169.86,10.5
AA,140470666,122430372,5,169.76,10.5
AA,140470665,122425500,5,282.93,10.5
AA,140470664,122420281,5,282.93,10.5
AA,140470663,122418314,5,113.13,10.5
AA,140470662,122416052,5,282.93,10.5
AA,140470661,122414363,5,282.85,10.5
AA,140470660,122414054,5,282.93,10.5
AA,140470659,122407535,5,282.85,10.5
AA,140470658,122400587,5,113.2,10.5
AA,140470657,122396677,5,282.92,10.5
AA,140470655,122395661,5,283.01,10.5
AA,140470654,122376749,5,283.01,10.5
AA,140470652,122367393,5,283.01,10.5
AA,140470651,122364372,5,282.85,10.5
AA,140470650,122358576,2,169.81,10.5
AA,140470648,122344266,5,282.99,10.5
AA,140470647,122334976,5,283.02,10.5
AA,140470645,122331162,5,113.19,10.5
AA,140470640,122305651,5,283.0,10.5
AA,140471926,113949269,6,404.23,11.0
AA,140471925,109721193,17,365.3,11.0
AA,140471924,109431060,2,86.56,10.5
AA,140471923,104901104,10,35.63,10.5
AA,140472036,127049490,4,67.71,10.5
AA,140472028,127047655,4,67.71,10.5
AA,140472026,127047129,4,67.7,10.5
AA,140472018,127045284,4,67.7,10.5
AA,140472012,127034577,4,67.71,10.5
AA,140472010,126992784,4,67.71,10.5
AA,140472655,118240976,1,10.22,10.0
AA,140472643,117699592,1,10.21,10.0
AA,140472829,119017607,1,10.21,10.0
AA,140472826,118807193,1,10.21,10.0
AA,140472824,118785943,1,10.2,10.0
AA,140472821,118348353,1,10.21,10.0
AA,140472819,118247122,1,10.23,10.0
AA,140472815,118184652,1,10.21,10.0
AA,140472813,118132547,1,10.23,10.0
AA,140472812,117923236,1,10.23,10.0
AA,140472807,117722468,1,10.23,10.0
AA,140472806,117707527,1,10.21,10.0
AA,140472804,117688913,1,10.23,10.0
AA,140472801,117218961,1,11.25,10.0
AA,140472800,117211921,1,11.26,10.0
AA,140472860,118827228,1,10.22,10.0
AA,140472940,117724388,1,10.23,10.0
AA,140472939,117715360,1,10.23,10.0
AA,140472937,117295462,1,11.25,10.0
AA,140473267,128600469,4,674.42,10.5
AA,140474305,109594198,2,11.45,10.5
AA,140474304,109590234,2,11.45,10.5
AA,140474302,109431596,2,11.44,10.5
AA,140474300,109262700,2,11.45,10.5
AA,140474298,109064611,2,11.44,10.5
AA,140475644,129741196,11,463.92,10.5
AA,140475643,129610997,11,463.91,10.5
AA,140475927,129828708,10,420.25,10.5
AA,140475926,129812289,10,420.25,10.5
AA,140475950,129743284,10,420.25,10.5
AA,140476095,130091211,10,419.88,10.5
AA,140476094,130034083,10,419.87,10.5
AA,140476093,129890793,10,420.25,10.5
AA,140476092,129890731,10,420.25,10.5
AA,140476091,129884980,10,420.25,10.5
AA,140476090,129883477,10,420.25,10.5
AA,140476089,129864095,10,420.25,10.5
AA,140476088,129846585,10,420.25,10.5
AA,140476087,129846327,10,420.25,10.5
AA,140476086,129845566,10,420.25,10.5
AA,140476085,129842174,10,420.25,10.5
AA,140476084,129837951,10,420.25,10.5
AA,140476083,129835413,10,420.25,10.5
AA,140476140,129826166,10,420.25,10.5
AA,140476126,129475588,10,420.25,10.5
AA,140476757,135639712,6,50.2,9.5
AA,140476753,135610694,6,50.19,9.5
AA,140476749,135507814,6,50.2,9.5
AA,140477254,133696189,6,100.76,9.5
AA,140477333,117256666,4,909.82,10.0
AA,140478428,136269546,12,50.15,10.0
AA,140478427,136239471,12,50.15,10.0
AA,140478426,136231734,12,50.15,10.0
AA,140478425,136218226,12,50.15,10.0
AA,140478424,135232642,12,50.25,10.0
AA,140478423,135232600,12,50.25,10.0
AA,140480864,131459666,11,462.58,10.5
AA,140480863,131459581,11,462.58,10.5
AA,140480862,131459456,11,462.57,10.5
AA,140480861,131459263,11,462.57,10.5
AA,140480858,131458373,11,462.58,10.5
AA,140480857,131457932,11,462.58,10.5
AA,140480856,131457743,11,462.57,10.5
AA,140480852,131455984,11,462.58,10.5
AA,140480851,131455982,11,462.57,10.5
AA,140480849,131455506,11,462.57,10.5
AA,140480847,131455267,11,462.58,10.5
AA,140480846,131455025,11,462.57,10.5
AA,140480843,131451957,11,462.58,10.5
AA,140480842,131451900,11,462.58,10.5
AA,140480841,131451868,11,462.58,10.5
AA,140480839,131449012,11,462.57,10.5
AA,140480838,131436551,11,462.58,10.5
AA,140480934,131612230,10,418.41,10.5
AA,140480933,131610840,10,418.42,10.5
AA,140480932,131605456,11,462.43,10.5
AA,140480931,131605238,11,462.43,10.5
AA,140480930,131603930,11,462.44,10.5
AA,140480929,131603087,11,462.44,10.5
AA,140480928,131602826,11,462.44,10.5
AA,140480927,131602725,11,462.43,10.5
AA,140480915,131465375,11,462.57,10.5
AA,140483068,123978681,9,38.27,11.0
AA,140483064,123977561,9,38.27,11.0
AA,140483059,123948528,9,38.27,11.0
AA,140483057,123782940,9,38.23,11.0
AA,140483811,110993113,3,17.17,10.5
AA,140483809,110863856,3,17.16,10.5
AA,140483806,110512434,3,17.2,10.5
AA,140483803,110231237,3,17.22,10.5
AA,140483801,109405783,2,11.45,10.5
AA,140483799,104515958,1,11.49,10.0
AA,140483798,103851510,1,11.5,10.0
AA,140483797,103847832,1,11.5,10.0
AA,140483796,103794498,1,11.5,10.0
AA,140485006,123753468,9,38.25,11.0
AA,140485004,123746906,9,38.25,11.0
AA,140484999,123735823,9,38.23,11.0
AA,140484996,123732635,9,38.25,11.0
AA,140485151,123996284,9,38.26,11.0
AA,140485978,128910011,3,25.14,10.5
AA,140485963,127876071,3,30.27,10.5
AA,140485961,127869970,3,30.27,10.5
AA,140485958,127423639,3,50.51,10.5
AA,140485957,127422623,3,50.51,10.5
AA,140486171,135434566,6,50.21,9.5
AA,140486170,135434429,6,50.21,9.5
AA,140486169,135434404,6,50.21,9.5
AA,140486168,135434401,6,50.21,9.5
AA,140486167,135434269,6,50.21,9.5
AA,140486166,135362427,6,50.24,9.5
AA,140486165,135362270,6,50.24,9.5
AA,140486164,135362241,6,50.23,9.5
AA,140486163,135362200,6,50.24,9.5
AA,140486162,135362137,6,50.23,9.5
AA,140486161,135361215,6,50.24,9.5
AA,140486954,114409705,4,45.82,11.0
AA,140486953,114371455,4,45.84,11.0
AA,140487858,136885964,6,50.07,9.0
AA,140487857,136884458,6,50.07,9.0
AA,140487856,136884111,6,50.07,9.0
AA,140487854,135886298,6,50.17,9.5
AA,140487852,135345539,6,50.23,9.5
AA,140487851,135345390,6,50.24,9.5
AA,140487850,135345362,6,50.23,9.5
AA,140487845,135345192,6,50.24,9.5
AA,140487842,135345126,6,50.24,9.5
AA,140487841,135345112,12,50.24,10.0
AA,140487837,135345015,6,50.24,9.5
AA,140487836,135345011,6,50.23,9.5
AA,140487834,135344932,6,50.24,9.5
AA,140487832,135344846,12,50.25,10.0
AA,140487831,135344647,12,50.24,10.0
AA,140487830,135344619,12,50.25,10.0
AA,140487882,135510249,6,50.21,9.5
AA,140487881,135345712,6,50.23,9.5
AA,140487912,137035360,12,20.02,10.0
AA,140487911,137028047,12,20.02,10.0
AA,140487910,137021067,12,20.02,10.0
AA,140487909,137008023,12,20.02,10.0
AA,140487908,137007317,12,20.02,10.0
AA,140487907,136829124,6,20.03,9.0
AA,140487906,136812398,6,20.03,9.0
AA,140487905,136804013,6,20.03,9.0
AA,140487904,136799651,12,20.03,10.0
AA,140487903,136788834,12,20.03,10.0
AA,140487902,136776820,12,20.03,10.0
AA,140487901,136771924,12,20.03,10.0
AA,140488102,136195482,6,50.13,9.0
AA,140488100,135535425,6,50.2,9.5
AA,140488077,135195624,6,50.24,9.5
AA,140489483,129359072,4,33.67,10.5
AA,140493028,123393156,2,33.87,10.5
AA,140493026,123101213,2,33.9,10.5
AA,140493025,123095830,2,33.9,10.5
AA,140493979,129365852,4,33.66,10.5
AA,140493978,122590270,8,33.97,11.0
AA,140494635,130605850,5,42.13,10.5
AA,140494633,130524429,5,42.13,10.5
AA,140494631,130362384,10,41.96,10.5
AA,140494630,130313089,10,41.96,10.5
AA,140494628,129950825,5,42.19,10.5
AA,140496021,130524807,11,46.35,10.5
AA,140496020,130524722,11,46.35,10.5
AA,140502715,114253383,6,61.15,11.0
AA,140588227,106664623,2,11.5,10.0
AA,140676144,134508074,6,100.65,9.5
AA,140676142,134506943,6,100.65,9.5
AA,140676124,134233123,6,100.71,9.5
