User,creationDate,listingId,title,借款用途,借款金额,协议利率,单笔最高借款金额,历史最高负债,学习形式,工作信息,年龄,待还金额,性别,成功借款次数,成功还款次数,收入情况,文化程度,期限,正常还清次数,毕业院校,注册时间,第一次成功借款时间,累计借款金额,级别,网络借贷平台借款余额,还款来源,逾期（0-15天）还清次数,逾期（15天以上）还清次数
pdu2****84714,2018-07-15 11:13:28,121473418,手机app用户的第4次闪电借款,日常消费,500.0,20.0,2000.0,5571.86,无,暂未提供,19,4240.37,女,6,12,2000-5000（含2000）,无,3,12,无,2018-04-29,2018-04-29 07:21:01,6565.0,B,0.0,薪资收入,0,0
da****li,2018-07-15 11:26:04,121477310,手机app用户的借款,日常消费,7604.0,20.0,12200.0,21280.67,无,私营业主,33,18616.83,男,27,140,15000及以上,无,3,109,无,2010-08-20,2011-04-23 09:43:49,138162.0,B,0.0,经营收入,31,0
pdu4****57027,2018-07-15 11:27:56,121477893,手机app用户的借款,旅游,4864.0,20.0,30000.0,33154.2,无,私营业主,47,23608.16,男,9,33,15000及以上,无,3,33,无,2016-07-06,2016-07-06 11:56:37,47642.0,B,0.0,经营收入,0,0
pdu1****55220,2018-07-15 11:36:55,121480376,手机app用户的第15次闪电借款,日常消费,1000.0,20.0,5372.0,10905.79,无,暂未提供,26,5328.04,男,18,101,8000-15000（含8000）,无,3,87,无,2016-01-18,2016-01-18 19:16:39,40853.0,B,0.0,薪资收入,14,0
pdu7****74130,2018-07-15 11:41:49,121481752,手机app用户的第2次闪电借款,日常消费,1400.0,20.0,12000.0,14766.96,无,暂未提供,25,10846.58,男,2,5,2000-5000（含2000）,无,3,4,无,2017-03-12,2018-04-29 07:32:17,13400.0,B,0.0,薪资收入,1,0
pdu6****74732,2018-07-15 11:58:07,121485616,pdu6****74732第6次借款,日常消费,1500.0,20.0,10000.0,21803.18,无,私营业主,33,21803.18,男,8,27,8000-15000（含8000）,无,3,16,无,2015-11-15,2016-09-05 17:09:42,28583.0,B,0.0,经营收入,11,0
pdu5****85082,2018-07-15 12:06:40,121486658,pdu5****85082第13次借款,日常消费,2609.0,20.0,16095.0,25775.73,无,私营业主,28,24595.41,男,16,42,15000及以上,无,3,42,无,2016-08-09,2016-08-09 16:20:24,112452.0,B,0.0,个人存款,0,0
pdu3****24706,2018-07-15 12:15:14,121487732,手机app用户的借款,日常消费,4500.0,20.0,5000.0,16771.64,普通,暂未提供,23,8769.63,男,11,61,5000-8000（含5000）,本科,3,51,大连民族大学,2016-12-01,2017-01-09 13:21:10,34900.0,B,0.0,薪资收入,10,0
pdu7****17044,2018-07-15 12:39:33,121490771,手机app用户的第13次闪电借款,生产经营,1647.0,20.0,8000.0,16562.69,无,私营业主,42,14598.77,女,15,72,15000及以上,无,3,72,无,2016-10-25,2016-12-18 20:48:20,57393.0,B,123124.0,经营收入,0,0
pdu2****76453,2018-07-15 12:44:39,121491367,pdu2****76453第11次借款,日常消费,896.0,20.0,5000.0,10443.73,无,暂未提供,42,10061.07,男,14,58,5000-8000（含5000）,无,3,58,无,2017-01-07,2017-01-07 20:37:03,35394.0,B,1484.0,薪资收入,0,0
pdu2****02300,2018-07-15 12:45:59,121491528,手机app用户的借款,旅游,4800.0,20.0,22125.0,44760.34,普通,暂未提供,31,21657.28,女,29,146,5000-8000（含5000）,本科,3,134,宁波大学,2016-09-05,2016-09-06 07:43:02,134855.0,B,0.0,经营收入,12,0
pdu4****76123,2018-07-15 13:06:08,121494028,手机app用户的第15次闪电借款,日常消费,1661.0,20.0,9500.0,13502.78,无,私营业主,28,6678.0,女,17,98,8000-15000（含8000）,无,3,98,无,2017-02-14,2017-02-27 18:00:22,43967.0,B,0.0,经营收入,0,0
pdu6****05040,2018-07-15 13:16:31,121495313,pdu6****05040第18次借款,日常消费,3000.0,20.0,6000.0,15743.5,无,私营业主,36,9232.59,男,18,100,5000-8000（含5000）,无,3,98,无,2016-08-14,2016-08-14 12:42:15,46414.0,B,0.0,个人存款,2,0
pdu1****52770,2018-07-15 13:17:03,121495380,pdu1****52770第4次借款,日常消费,938.0,20.0,5000.0,8686.54,无,暂未提供,23,8045.52,女,5,17,5000-8000（含5000）,无,3,17,无,2017-10-29,2017-10-29 13:24:52,15516.0,B,865.0,薪资收入,0,0
pdu3****27733,2018-07-15 13:24:29,121496270,pdu3****27733第2次借款,装修,5646.0,20.0,9000.0,12121.2,无,私营业主,39,12121.2,男,3,8,15000及以上,无,3,8,无,2018-01-21,2018-01-21 12:52:41,17997.0,B,0.0,经营收入,0,0
pdu6****27252,2018-07-15 13:39:01,121498025,pdu6****27252第16次借款,装修,4500.0,20.0,6000.0,15097.55,无,私营业主,43,8938.18,女,17,90,8000-15000（含8000）,无,3,86,无,2017-01-20,2017-01-20 17:48:50,42877.0,B,0.0,经营收入,4,0
pdu8****24757,2018-07-15 13:58:33,121500392,pdu8****24757第4次借款,旅游,7020.0,20.0,7020.0,10166.7,普通,私营业主,36,5900.96,男,8,32,15000及以上,专科,3,32,广东交通职业技术学院,2017-01-03,2017-01-03 13:03:38,25620.0,B,87527.0,个人存款,0,0
pdu3****72052,2018-07-15 14:17:56,121503275,pdu3****72052第4次借款,旅游,2600.0,20.0,6000.0,12598.38,无,暂未提供,22,10150.52,女,6,12,15000及以上,无,3,11,无,2017-06-25,2017-06-25 15:33:23,19600.0,B,14283.0,薪资收入,1,0
pdu1****18338,2018-07-15 14:30:54,121505031,pdu1****18338第18次借款,日常消费,3200.0,20.0,5800.0,12765.08,无,私营业主,32,7111.95,男,18,86,5000-8000（含5000）,无,3,75,无,2017-03-25,2017-03-25 16:28:05,44267.0,B,40049.0,薪资收入,10,1
pdu4****26170,2018-07-15 14:42:32,121506616,手机app用户的借款,旅游,1500.0,20.0,8459.0,17189.82,无,暂未提供,26,11198.96,女,12,60,2000-5000（含2000）,无,3,60,无,2016-08-01,2016-08-01 17:01:25,34259.0,B,0.0,个人存款,0,0
pdu5****03167,2018-07-15 14:47:10,121507230,手机app用户的第6次闪电借款,日常消费,4200.0,20.0,7000.0,13032.15,无,私营业主,24,13032.15,女,9,31,5000-8000（含5000）,无,3,31,无,2017-08-01,2017-08-02 10:24:18,34700.0,B,0.0,薪资收入,0,0
pdu4****85626,2018-07-15 15:09:16,121509968,手机app用户的第5次闪电借款,兼职创业,641.0,20.0,4000.0,4841.88,无,暂未提供,28,4436.52,女,6,19,2000-5000（含2000）,无,3,15,无,2016-10-11,2016-10-28 14:51:11,10531.0,B,0.0,薪资收入,4,0
pdu5****38312,2018-07-15 15:43:55,121514001,pdu5****38312第11次借款,装修,2427.0,20.0,7230.0,18131.94,无,暂未提供,26,10980.94,女,12,73,8000-15000（含8000）,无,3,72,无,2017-01-11,2017-02-10 11:57:43,46922.0,B,122906.0,薪资收入,1,0
pdu4****27500,2018-07-16 08:49:00,121581556,手机app用户的第4次闪电借款,日常消费,10000.0,20.0,10000.0,19349.22,无,私营业主,27,10028.17,女,4,14,8000-15000（含8000）,无,3,14,无,2017-01-01,2017-04-24 14:16:34,28272.0,B,0.0,薪资收入,0,0
pdu1****31234,2018-07-16 11:25:22,121603563,手机app用户的第11次闪电借款,日常消费,560.0,20.0,3000.0,12948.95,无,暂未提供,24,11888.63,男,14,36,2000-5000（含2000）,无,3,25,无,2017-04-14,2017-04-15 13:28:49,21262.0,B,0.0,经营收入,11,0
pdu****2400,2018-07-16 11:37:12,121605430,手机app用户的借款,日常消费,10000.0,20.0,10000.0,10735.29,无,私营业主,29,7156.86,男,2,2,15000及以上,无,3,2,无,2015-05-26,2018-02-11 09:23:17,18500.0,B,0.0,经营收入,0,0
pdu8****11457,2018-07-16 11:38:14,121605570,手机app用户的第4次闪电借款,旅游,1500.0,20.0,7200.0,12744.25,无,暂未提供,28,10022.74,女,5,17,5000-8000（含5000）,无,3,17,无,2016-11-27,2017-12-06 14:48:12,17580.0,B,0.0,薪资收入,0,0
pdu7****88873,2018-07-16 11:42:20,121606240,pdu7****88873第11次借款,装修,3401.0,20.0,13963.0,19340.91,无,私营业主,34,17008.38,女,13,58,8000-15000（含8000）,无,3,57,无,2016-07-03,2016-07-03 16:45:28,71995.0,B,0.0,经营收入,1,0
pdu7****62073,2018-07-16 11:43:02,121606344,手机app用户的借款,装修,760.0,20.0,12459.0,35071.36,无,私营业主,35,23950.8,女,30,142,8000-15000（含8000）,无,3,142,无,2016-07-10,2016-07-10 13:50:15,119100.0,B,11500.0,经营收入,0,0
pdu4****60244,2018-07-16 11:43:25,121606394,pdu4****60244第14次借款,装修,1800.0,20.0,4200.0,13297.71,无,暂未提供,28,10411.78,男,16,80,5000-8000（含5000）,无,3,80,无,2017-04-01,2017-04-06 07:33:16,28778.0,B,1500.0,薪资收入,0,0
pdu0****53036,2018-07-16 11:43:44,121606441,pdu0****53036第6次借款,日常消费,4041.0,20.0,7000.0,12642.94,无,暂未提供,32,8302.98,女,6,40,5000-8000（含5000）,无,3,35,无,2016-09-06,2016-09-06 15:39:19,26307.0,B,500.0,薪资收入,5,0
pdu5****26031,2018-07-16 11:44:08,121606486,手机app用户的借款,装修,10000.0,20.0,12000.0,19441.35,无,私营业主,31,11516.58,女,8,45,15000及以上,无,3,44,无,2016-05-21,2016-06-29 17:07:18,40756.0,B,0.0,经营收入,1,0
pdu0****83384,2018-07-16 11:45:51,121606787,手机app用户的第15次闪电借款,旅游,2000.0,20.0,5400.0,12301.64,无,暂未提供,31,11571.37,男,17,70,5000-8000（含5000）,无,3,70,无,2017-01-02,2017-01-02 19:55:10,35817.0,B,0.0,薪资收入,0,0
pdu0****61674,2018-07-16 11:50:46,121607523,手机app用户的第2次闪电借款,旅游,9000.0,20.0,9000.0,12785.97,无,暂未提供,39,8523.98,男,2,9,8000-15000（含8000）,无,3,9,无,2017-11-27,2017-12-27 18:25:48,14000.0,B,2544.0,薪资收入,0,0
pdu****8366,2018-07-16 11:54:29,121608103,pdu5****366第13次借款,日常消费,4608.0,20.0,12000.0,32657.29,普通,私营业主,35,15226.9,男,15,83,15000及以上,本科,3,79,西南石油大学,2015-10-30,2016-02-01 21:24:32,83871.0,B,0.0,经营收入,4,0
pdu2****62853,2018-07-16 11:59:38,121608872,pdu2****62853第9次借款,日常消费,6445.0,20.0,17226.0,32327.93,无,暂未提供,34,10672.34,女,9,71,15000及以上,无,3,71,无,2016-09-04,2016-09-07 13:06:27,65995.0,B,0.0,薪资收入,0,0
pdu3****84786,2018-07-16 11:59:54,121608920,手机app用户的第5次闪电借款,日常消费,1000.0,20.0,4611.0,13453.51,无,暂未提供,25,13453.51,女,11,25,2000-5000（含2000）,无,3,25,无,2016-11-27,2018-05-12 10:34:33,24194.0,B,20000.0,薪资收入,0,0
pdu4****88364,2018-07-16 12:13:28,121610916,pdu4****88364第6次借款,装修,3000.0,20.0,7800.0,11154.57,无,私营业主,41,10908.56,女,9,29,5000-8000（含5000）,无,3,29,无,2017-08-11,2017-08-12 16:23:34,34061.0,B,29622.0,薪资收入,0,0
pdu8****64088,2018-07-16 12:15:49,121611281,手机app用户的第2次闪电借款,兼职创业,8641.0,20.0,8641.0,12277.53,无,暂未提供,28,7978.57,女,2,10,5000-8000（含5000）,无,3,7,无,2017-12-05,2017-12-07 12:32:00,14141.0,B,0.0,薪资收入,3,0
pdu4****74073,2018-07-16 12:28:06,121613154,手机app用户的第8次闪电借款,日常消费,4800.0,20.0,5173.0,9172.83,无,暂未提供,24,9172.83,女,9,35,8000-15000（含8000）,无,3,35,无,2017-10-27,2017-10-27 14:22:40,23617.0,B,0.0,薪资收入,0,0
pdu0****66443,2018-07-16 18:20:43,121660828,手机app用户的第3次闪电借款,日常消费,2395.0,20.0,7000.0,9517.8,无,暂未提供,30,6023.42,女,3,12,8000-15000（含8000）,无,3,7,无,2017-10-26,2018-01-09 15:35:51,11195.0,B,10041.0,薪资收入,5,0
pdu5****22323,2018-07-16 22:07:20,121680139,手机app用户的借款,生产经营,1819.0,20.0,5600.0,12482.36,无,私营业主,44,8718.05,女,21,101,8000-15000（含8000）,无,3,98,无,2017-01-14,2017-01-15 09:50:16,47823.0,B,4000.0,经营收入,3,0
pdu****1657,2018-07-17 09:15:23,121713553,手机app用户的第17次闪电借款,日常消费,2180.0,20.0,9500.0,12106.68,无,私营业主,33,10506.24,女,18,76,5000-8000（含5000）,无,3,67,无,2015-04-10,2017-03-31 18:31:34,41851.0,B,0.0,经营收入,9,0
pdu7****01203,2018-07-17 09:30:33,121716630,pdu7****01203第9次借款,装修,5093.0,20.0,5093.0,7759.19,无,私营业主,32,4760.84,女,9,65,8000-15000（含8000）,无,3,55,无,2017-03-21,2017-03-21 08:25:48,19603.0,B,0.0,薪资收入,10,0
pdu5****86811,2018-07-17 09:53:21,121719633,pdu5****86811第2次借款,日常消费,3844.0,20.0,16000.0,19644.48,无,暂未提供,24,14210.38,女,2,6,2000-5000（含2000）,无,3,5,无,2017-05-19,2018-04-06 10:15:12,19844.0,B,29448.0,经营收入,1,0
pdu1****16284,2018-07-17 10:04:34,121721186,手机app用户的借款,日常消费,3000.0,20.0,10000.0,19735.02,无,私营业主,31,18440.15,女,8,26,15000及以上,无,3,26,无,2017-08-18,2017-08-18 15:00:31,39600.0,B,0.0,经营收入,0,0
pdu3****31317,2018-07-17 10:47:53,121727301,pdu3****31317第6次借款,装修,10000.0,20.0,10000.0,17758.38,无,暂未提供,30,17758.38,女,8,34,2000-5000（含2000）,无,3,27,无,2017-05-11,2017-05-11 21:22:00,33800.0,B,0.0,薪资收入,7,0
pdu2****34017,2018-07-17 10:53:13,121728099,手机app用户的第3次闪电借款,旅游,3000.0,20.0,12000.0,17279.91,无,暂未提供,22,13503.16,男,3,15,5000-8000（含5000）,无,3,15,无,2017-03-27,2017-08-04 18:57:28,20500.0,B,0.0,薪资收入,0,0
pdu0****64854,2018-07-17 11:19:02,121731635,手机app用户的第6次闪电借款,装修,3922.0,20.0,6000.0,9862.22,无,暂未提供,32,5587.88,女,6,30,15000及以上,无,3,26,无,2016-09-05,2017-07-16 15:36:28,22555.0,B,0.0,经营收入,4,0
pdu2****35772,2018-07-17 11:27:22,121732738,pdu2****35772第6次借款,旅游,2829.0,20.0,18000.0,20398.32,无,暂未提供,40,16613.75,女,12,41,8000-15000（含8000）,无,3,41,无,2016-12-02,2016-12-03 09:05:17,62357.0,B,130752.0,薪资收入,0,0
pdu3****68483,2018-07-17 11:32:04,121733366,手机app用户的第9次闪电借款,装修,6000.0,20.0,12000.0,13463.8,无,暂未提供,34,12742.68,女,13,31,5000-8000（含5000）,无,3,31,无,2017-07-24,2017-07-25 23:00:16,63870.0,B,0.0,薪资收入,0,0
pdu1****14634,2018-07-17 12:17:30,121739322,手机app用户的借款,装修,3138.0,20.0,6065.0,7842.52,无,私营业主,43,7011.33,女,11,47,5000-8000（含5000）,无,3,47,无,2017-04-21,2017-04-28 17:30:06,30253.0,B,0.0,经营收入,0,0
pdu2****08726,2018-07-17 12:52:34,121743883,手机app用户的第9次闪电借款,兼职创业,4000.0,20.0,4750.0,5703.44,普通,私营业主,22,5703.44,女,13,68,5000-8000（含5000）,专科,3,54,宣城职业技术学院,2016-11-28,2016-11-28 12:35:17,19986.0,B,0.0,经营收入,14,0
pdu5****35567,2018-07-17 12:52:42,121743897,手机app用户的第8次闪电借款,旅游,6506.0,20.0,10596.0,19856.06,无,暂未提供,38,15130.5,女,8,27,8000-15000（含8000）,无,3,26,无,2017-02-28,2017-04-28 12:19:22,62046.0,B,0.0,薪资收入,1,0
pdu5****60062,2018-07-17 13:04:54,121745411,手机app用户的借款,日常消费,3500.0,20.0,11000.0,14561.8,无,暂未提供,30,13217.47,女,12,47,8000-15000（含8000）,无,3,47,无,2016-11-01,2016-11-03 20:31:43,33461.0,B,0.0,薪资收入,0,0
pdu8****52644,2018-07-17 13:09:20,121746026,手机app用户的第10次闪电借款,日常消费,1500.0,20.0,9500.0,10662.18,无,暂未提供,42,5209.15,女,10,46,5000-8000（含5000）,无,3,46,无,2017-06-16,2017-06-16 10:58:03,31480.0,B,30467.0,薪资收入,0,0
pdu8****75071,2018-07-17 13:20:19,121747431,pdu8****75071第5次借款,旅游,2600.0,20.0,14000.0,16326.48,无,私营业主,31,8899.99,女,5,20,8000-15000（含8000）,无,3,20,无,2017-08-21,2017-09-13 09:56:23,26418.0,B,12000.0,薪资收入,0,0
pdu3****43788,2018-07-17 13:32:46,121749047,手机app用户的借款,装修,7327.0,20.0,7327.0,20641.12,无,私营业主,31,19759.81,女,29,159,8000-15000（含8000）,无,3,159,无,2016-10-12,2016-10-13 00:43:54,79784.0,B,7288.0,经营收入,0,0
pdu2****85563,2018-07-17 14:21:33,121755661,pdu2****85563第5次借款,日常消费,2634.0,20.0,7703.0,10699.12,无,暂未提供,41,6312.04,男,5,30,8000-15000（含8000）,无,3,30,无,2016-10-11,2016-10-11 21:18:38,21274.0,B,74821.0,薪资收入,0,0
pdu5****81377,2018-07-17 14:35:38,121757665,手机app用户的第8次闪电借款,装修,8600.0,20.0,8600.0,9232.35,无,暂未提供,30,0.0,女,8,24,2000-5000（含2000）,无,3,24,无,2016-08-07,2017-10-08 09:19:02,29094.0,B,0.0,薪资收入,0,0
pdu4****34332,2018-07-17 15:04:15,121761485,手机app用户的借款,兼职创业,6602.0,20.0,7582.0,20667.8,无,私营业主,32,20215.3,女,28,81,5000-8000（含5000）,无,3,81,无,2016-11-21,2017-02-21 21:49:36,94987.0,B,0.0,薪资收入,0,0
pdu7****14650,2018-07-17 15:04:53,121761577,pdu7****14650第8次借款,日常消费,3000.0,20.0,4400.0,5529.11,无,暂未提供,23,3941.71,女,10,47,2000-5000（含2000）,无,3,39,无,2017-02-28,2017-08-15 20:32:49,14386.0,B,5632.0,薪资收入,8,0
pdu8****14324,2018-07-17 15:20:57,121763640,pdu8****14324第6次借款,日常消费,2744.0,20.0,6700.0,7592.64,成人,暂未提供,37,4283.3,男,7,25,5000-8000（含5000）,专科,3,20,武汉科技学院,2017-06-04,2017-06-05 14:11:06,19414.0,B,13464.0,薪资收入,5,0
pdu1****31188,2018-07-17 16:49:45,121774914,手机app用户的第4次闪电借款,日常消费,2805.0,20.0,4250.0,4901.38,无,暂未提供,21,3992.51,男,6,18,2000-5000（含2000）,无,3,18,无,2017-05-26,2017-05-26 18:49:26,16874.0,B,0.0,薪资收入,0,0
pdu0****27723,2018-07-18 12:20:43,121867257,pdu0****27723第4次借款,日常消费,3169.0,20.0,5000.0,6885.19,无,暂未提供,34,6091.81,女,5,17,8000-15000（含8000）,无,3,12,无,2017-09-06,2017-09-07 00:32:15,17988.0,B,13560.0,薪资收入,5,0
pdu1****00178,2018-07-18 13:03:50,121872453,pdu1****00178第11次借款,装修,11036.0,20.0,11036.0,22667.34,无,私营业主,33,14155.25,女,11,58,5000-8000（含5000）,无,3,40,无,2017-03-05,2017-03-05 18:12:03,57473.0,B,0.0,经营收入,18,0
pdu5****36552,2018-07-18 13:19:02,121874328,手机app用户的第11次闪电借款,日常消费,2000.0,20.0,8500.0,13594.12,无,私营业主,30,10966.62,女,12,63,2000-5000（含2000）,无,3,63,无,2017-02-23,2017-03-08 13:50:18,41300.0,B,8500.0,个人存款,0,0
pdu3****41257,2018-07-18 15:08:59,121888766,手机app用户的借款,生产经营,10403.0,20.0,10403.0,12839.28,无,私营业主,31,7445.28,女,13,77,15000及以上,无,3,76,无,2016-03-01,2016-04-06 11:22:43,63456.0,B,0.0,经营收入,1,0
pdu2****54026,2018-07-18 15:56:41,121894778,pdu2****54026第7次借款,装修,3997.0,20.0,8600.0,10735.86,普通,公务员,33,6443.48,女,7,28,8000-15000（含8000）,专科,3,22,桂林山水职业学院,2017-02-15,2017-02-16 15:54:20,33452.0,B,0.0,投资收入,6,0
pdu5****44837,2018-07-18 16:50:22,121901358,pdu5****44837第11次借款,装修,3000.0,20.0,10742.0,21028.13,无,私营业主,34,4163.72,女,11,66,2000-5000（含2000）,无,3,63,无,2016-04-20,2016-09-01 16:11:28,61802.0,B,0.0,经营收入,3,0
pdu6****00684,2018-07-18 17:48:38,121907786,手机app用户的第7次闪电借款,日常消费,4500.0,20.0,4500.0,10871.35,普通,暂未提供,31,9238.2,女,9,23,5000-8000（含5000）,本科,3,20,西安工程大学,2017-09-07,2017-11-11 11:51:03,19386.0,B,0.0,薪资收入,3,0
pdu3****70676,2018-07-18 23:31:23,121933515,手机app用户的借款,兼职创业,10080.0,20.0,10080.0,11496.63,普通,暂未提供,31,10873.6,女,20,41,2000-5000（含2000）,专科,3,40,青海卫生职业技术学院,2017-03-16,2017-03-16 09:31:11,78332.0,B,2200.0,薪资收入,1,0
pdu4****55288,2018-07-19 11:16:21,121982887,pdu4****55288第4次借款,装修,8119.0,20.0,14100.0,16399.71,无,暂未提供,37,15546.91,女,5,22,5000-8000（含5000）,无,3,22,无,2017-09-18,2017-09-25 10:28:28,38427.0,B,0.0,薪资收入,0,0
pdu8****58430,2018-07-19 15:51:55,122017519,手机app用户的第10次闪电借款,装修,6668.0,20.0,7244.0,11242.15,无,暂未提供,37,10444.94,女,11,63,5000-8000（含5000）,无,3,55,无,2016-11-04,2016-12-14 18:21:24,31712.0,B,0.0,薪资收入,8,0
pdu7****70731,2018-07-19 17:54:55,122032181,pdu7****70731第6次借款,旅游,5628.0,20.0,10500.0,13343.64,无,私营业主,39,11631.66,女,8,27,15000及以上,无,3,23,无,2017-04-30,2017-08-31 22:28:14,38446.0,B,0.0,经营收入,4,0
pdu7****51656,2018-07-19 19:33:35,122042540,手机app用户的第6次闪电借款,日常消费,2000.0,20.0,9500.0,11173.68,无,暂未提供,26,4082.63,女,9,44,5000-8000（含5000）,无,3,36,无,2017-05-19,2017-05-19 16:41:41,22884.0,B,0.0,薪资收入,8,0
pdu4****27865,2018-07-19 23:07:48,122059254,pdu4****27865第7次借款,装修,4631.0,20.0,15000.0,17117.76,无,暂未提供,34,12722.94,女,8,43,15000及以上,无,3,43,无,2015-12-28,2017-04-21 20:30:14,52843.0,B,219361.0,薪资收入,0,0
pdu4****42874,2018-07-20 09:33:49,122096721,pdu4****42874第13次借款,日常消费,2744.0,20.0,5400.0,8674.19,无,暂未提供,37,4142.01,女,13,72,5000-8000（含5000）,无,3,72,无,2017-03-29,2017-03-29 14:17:14,30189.0,B,0.0,个人存款,0,0
pdu1****55513,2018-07-20 09:51:07,122099221,手机app用户的第12次闪电借款,日常消费,10000.0,20.0,10000.0,20765.07,无,暂未提供,31,16209.81,女,13,43,2000-5000（含2000）,无,3,41,无,2017-06-08,2017-06-08 16:25:59,36858.0,B,0.0,经营收入,2,0
pdu7****63847,2018-07-20 11:18:10,122112395,pdu7****63847第12次借款,医疗,6229.0,20.0,10700.0,22745.45,自考,暂未提供,33,22441.52,女,14,64,2000-5000（含2000）,专科,3,64,杭州职业技术学院,2016-11-11,2016-12-13 16:43:28,96869.0,B,0.0,薪资收入,0,0
pdu5****77867,2018-07-20 11:54:29,122117674,pdu5****77867第17次借款,日常消费,5000.0,20.0,10000.0,18110.91,无,私营业主,39,17733.75,女,26,55,5000-8000（含5000）,无,3,55,无,2017-02-22,2017-02-22 22:15:52,119942.0,B,0.0,经营收入,0,0
pdu****4158,2018-07-20 12:55:18,122125952,手机app用户的借款,装修,12000.0,20.0,12000.0,23361.73,普通,私营业主,30,23361.73,女,10,68,5000-8000（含5000）,专科,3,63,河南工程学院,2015-10-17,2015-10-17 17:39:58,78670.0,B,0.0,薪资收入,5,0
pdu4****43530,2018-07-20 14:19:01,122137018,手机app用户的借款,装修,10000.0,20.0,10000.0,10735.29,无,私营业主,36,7156.86,女,8,27,5000-8000（含5000）,无,3,26,无,2016-10-10,2017-08-02 10:57:48,35202.0,B,0.0,薪资收入,1,0
pdu****1260,2018-07-20 14:31:20,122138640,手机app用户的借款,装修,10900.0,20.0,10900.0,18106.24,无,私营业主,33,16457.43,女,9,47,15000及以上,无,3,43,无,2015-09-07,2017-03-07 11:08:16,51268.0,B,0.0,经营收入,4,0
pdu1****77840,2018-07-20 14:47:38,122140788,pdu1****77840第4次借款,日常消费,6806.0,20.0,6806.0,7889.08,无,私营业主,43,7889.08,男,5,13,8000-15000（含8000）,无,3,12,无,2017-06-29,2017-06-30 13:45:40,17131.0,B,0.0,个人存款,1,0
pdu7****74353,2018-07-20 14:59:48,122142506,pdu7****74353第5次借款,日常消费,4000.0,20.0,6800.0,8444.88,无,暂未提供,48,4644.6,男,5,24,5000-8000（含5000）,无,3,22,无,2016-04-09,2017-07-29 16:21:13,17048.0,B,8000.0,薪资收入,2,0
pdu3****71635,2018-07-20 17:22:07,122161431,pdu3****71635第7次借款,旅游,1500.0,20.0,5745.0,11753.43,无,私营业主,28,11540.14,男,9,34,8000-15000（含8000）,无,3,21,无,2016-07-09,2016-07-10 14:01:58,26818.0,B,43971.0,薪资收入,13,0
pdu6****64543,2018-07-20 17:53:50,122165260,pdu6****64543第8次借款,旅游,5260.0,20.0,20000.0,21558.96,无,暂未提供,31,10809.41,女,9,46,8000-15000（含8000）,无,3,46,无,2016-01-02,2016-06-02 22:01:07,72125.0,B,25235.0,薪资收入,0,0
pdu4****80436,2018-07-20 17:58:13,122165755,pdu4****80436第5次借款,日常消费,3611.0,20.0,3611.0,5911.52,无,暂未提供,27,3037.5,男,6,29,5000-8000（含5000）,无,3,29,无,2017-04-15,2017-04-15 22:52:26,15503.0,B,0.0,薪资收入,0,0
pdu4****75057,2018-07-20 22:49:18,122189367,手机app用户的第12次闪电借款,日常消费,10000.0,20.0,11800.0,18638.03,无,私营业主,35,10707.32,女,12,56,15000及以上,无,3,56,无,2016-08-01,2016-10-02 16:37:32,76600.0,B,0.0,薪资收入,0,0
pdu7****76338,2018-07-21 02:28:10,122198420,手机app用户的借款,日常消费,10000.0,20.0,10000.0,20319.78,无,暂未提供,30,3578.43,女,21,107,15000及以上,无,3,107,无,2016-09-08,2016-10-10 17:13:41,76526.0,B,0.0,薪资收入,0,0
pdu6****53328,2018-07-21 07:01:14,122203412,pdu6****53328第26次借款,装修,8247.0,20.0,8247.0,23563.36,普通,私营业主,32,13527.82,女,29,130,8000-15000（含8000）,专科（高职）,3,116,西安翻译学院,2016-11-03,2016-11-03 20:37:15,100388.0,B,0.0,经营收入,14,0
pdu6****05121,2018-07-21 07:10:31,122203826,pdu6****05121第12次借款,旅游,3133.0,20.0,6810.0,11258.67,无,暂未提供,35,9219.88,女,13,64,2000-5000（含2000）,无,3,62,无,2017-01-26,2017-03-24 13:17:53,40471.0,B,32938.0,薪资收入,2,0
pdu3****68483,2018-07-21 08:07:41,122207007,手机app用户的第10次闪电借款,装修,4000.0,20.0,12000.0,13463.8,无,暂未提供,34,12742.68,女,13,31,5000-8000（含5000）,无,3,31,无,2017-07-24,2017-07-25 23:00:16,63870.0,B,0.0,薪资收入,0,0
pdu7****70627,2018-07-21 10:37:14,122232805,pdu7****70627第14次借款,旅游,5000.0,20.0,11900.0,26197.47,无,暂未提供,41,16767.83,女,15,84,5000-8000（含5000）,无,3,80,无,2016-09-16,2016-09-16 00:24:21,81479.0,B,0.0,经营收入,4,0
pdu6****40624,2018-07-21 14:27:38,122261088,pdu6****40624第17次借款,日常消费,7091.0,20.0,10456.0,26729.78,成人,暂未提供,30,25737.26,女,18,104,15000及以上,本科,3,104,西安交通大学,2016-11-15,2016-11-23 15:27:07,96699.0,B,13372.0,薪资收入,0,0
pdu6****15053,2018-07-21 15:50:41,122271371,pdu6****15053第14次借款,装修,4000.0,20.0,10000.0,12731.07,普通,私营业主,37,6424.81,女,14,67,8000-15000（含8000）,本科,3,58,哈尔滨师范大学,2016-07-26,2017-05-12 11:15:08,37254.0,B,318331.0,薪资收入,9,0
